Sample_ID	Y haplogroup calls
SN-38.SG	K
I0795	LT
I6179	LT
S10865.E1.L1	L
S12261.E1.L1	L
I3225	L
I5087	L
MK5012.A0101	L
I2435	L
I2435_published	L
S12459.Y1.E1.L1	L1
I2070	L1
MK5001	L1
MK5004	L1
SIJ002.A0101	L1
I7217	L1
S12988.Y1.E1.L1	L1a
S12475.Y1.E1.L1	L1a
S12445.Y1.E1.L1	L1a
S13223.Y1.E1.L1	L1a
I4285	L1a
I5604	L1a
I6554	L1a
I6555	L1a
I6156	L1a
I10001	L1a
I10974	L1a
I11172	L1a
I11200	L1a
I11410	L1a
I11462	L1a
I7721	L1a
I8220	L1a
I4233.SG	L1a
I1634	L1a1
I1632	L1a1
I1407	L1a1
HG02654.SG	L1a1
HG02792.SG	L1a1
HG03686.SG	L1a1
HG03746.SG	L1a1
HG03786.SG	L1a1
HG03788.SG	L1a1
HG03875.SG	L1a1
HG03885.SG	L1a1
HG03920.SG	L1a1
HG03953.SG	L1a1
HG03971.SG	L1a1
HG03990.SG	L1a1
HG04080.SG	L1a1
HG04093.SG	L1a1
HG04100.SG	L1a1
NA20861.SG	L1a1
NA20867.SG	L1a1
NA21109.SG	L1a1
NA21128.SG	L1a1
NA21135.SG	L1a1
mondal_IL-16.SG	L1a1
mondal_VV1-04.SG	L1a1
mondal_VV1-07.SG	L1a1
mondal_VV1-16.SG	L1a1
mondal_VV1-20.SG	L1a1
DA85.SG	L1a1
I1632.SG	L1a1
S10523.E1.L1	L1a2
S13222.Y1.E1.L1	L1a2
HG03672.SG	L1a2
HG03695.SG	L1a2
HG03753.SG	L1a2
HG03790.SG	L1a2
HG03821.SG	L1a2
HG03900.SG	L1a2
HG04094.SG	L1a2
I4233_all	L1a2
I4233	L1a2
I10000	L1a2
I6555.SG	L1a2
S11131.E1.L1	L2
I2923	L2
I1333	T
I1187	T
I1707	T
I1781	T
I4055	T
I3813_all	T
I5958	T
I3813	T
IV3002.A0101	T
I2512	T
I10305	T
DA125.SG	T
I0797	T1a
S10506.E1.L1	T1a
S11833.Y1.E1.L1	T1a
I2514	T1a
I6148	T1a
I7468	T1a
I0568	T1a
I2514.SG	T1a
KEB.6	T1a1
I1108	T1a1
I7453	T1a1
I1180_published	T1a1a
I1155_published	T1a1a
I1172	T1a1a
I1170	T1a1a
I1178	T1a1a
I1166	T1a1a
NA20520.SG	T1a1a
I0700	T1a1a
I6328	T1a1a
I6340	T1a1a
I1155	T1a1a
I1180	T1a1a
I1165	T1a1a1b2
I1160	T1a1a1b2
I4518	T1a1a1b2
I3336_all	T1a1a1b2
I3336	T1a1a1b2
I3011	T1a1a1b2b2
I1321	T1a1a1b2b2
I3685	T1a1a1b2b2b
I4581	T1a1a1b2b2b
HG01133.SG	T1a1a1b2b2b1a1a1
NA20527.SG	T1a1a1b2b2b1a1a1
I5299	T1a1a1b2b2b1a1a1
S11810.Y1.E1.L1	T1a1a1b2b2b1a1a2
HG01190.SG	T1a1a1b2b2b1a1a2
NA19655.SG	T1a1a1b2b2b1a1a2
I2201	T1a1a1b2b2b1a1a2
I3403	T1a2
I4615	T1a2
I6640	T1a2
I7224.SG	T1a2b
I4530	T1a2b
I7218	T1a2b
I7222	T1a2b
I7224	T1a2b
NA20758.SG	T1a2b1a
I7833	T1a2b1a
HG01051.SG	T1a2b1a1
HG01530.SG	T1a2b1a1
S11321.L1	K2
I7253	K2
I8427	K2
S6341.E1.L4	NO
LU-03.SG	NO
S11107.E1.L1	NO
HG03742.SG	NO
I8535	NO
S11943.E1.L1	NO1
S10856.E1.L2	NO1
S10519.E1.L1	NO1
S7591.E2.L1	NO1
I1503	NO1
I0999	NO1
DA250.SG	NO1
I1339	N
S13173.Y1.E1.L1	N
IR1.SG	N
NA18748.SG	N
I7751	N
I10944	N
I8185	N
DA247.SG	N
S10901.E1.L1	N1
S12976.Y1.E1.L1	N1
HG02138.SG	N1
HG04015.SG	N1
NA18558.SG	N1
NA18608.SG	N1
NA18639.SG	N1
NA18747.SG	N1
DA251.SG	N1
I0872	N1
S11926.E1.L1	N1a
S11928.E1.L1	N1a
S11942.E1.L1	N1a
S11765.Y1.E1.L1	N1a
S11762.Y1.E1.L1	N1a
S11739.E1.L1	N1a
S11735.E1.L1	N1a
S11737.E1.L1	N1a
I2140	N1a
I7852	N1a
S10445.E1.L1	N1c
I1050	N1c
I1202	N1c
DA171.SG	N1c1
DA345.SG	N1c1
I0958	N1c1a
S12955.Y1.E1.L1	N1c1a
S12488.Y1.E1.L1	N1c1a
I4079	N1c1a
I6365	N1c1a
Oase1_d	N1c1a
S11989.E1.L1	N1c1a1
I3760	N1c1a1
I1961	N1c1a1
DA95.SG	N1c1a1
I1961.SG	N1c1a1
Bur1.SG	N1c1a1a
Bur2.SG	N1c1a1a
I4360	N1c1a1a1
HG00280.SG	N1c1a1a1
vik_84001	N1c1a1a1a
HG00341.SG	N1c1a1a1a
HG00351.SG	N1c1a1a1a
HG00342.SG	N1c1a1a1b
HG00369.SG	N1c1a1a1b
I6955	N1c1a1a2
I10116	N1c1a1a2
HG00336.SG	N1c1a1a2a
HG00182.SG	N1c1a1a2a1
HG00183.SG	N1c1a1a2a1
HG00187.SG	N1c1a1a2a1
HG00278.SG	N1c1a1a2a1
HG00284.SG	N1c1a1a2a1
HG00311.SG	N1c1a1a2a1
HG00329.SG	N1c1a1a2a1
HG00371.SG	N1c1a1a2a1
HG00375.SG	N1c1a1a2a1
HG00185.SG	N1c1a1a2a1a1
HG00188.SG	N1c1a1a2a1a1
HG00271.SG	N1c1a1a2a1a1
HG00273.SG	N1c1a1a2a1a1
HG00290.SG	N1c1a1a2a1a1
HG00335.SG	N1c1a1a2a1a1
HG00338.SG	N1c1a1a2a1a1
HG00358.SG	N1c1a1a2a1a1
S11266.E1.L1	N1c2
I0957	N1c2
I0959	N1c2
I4909	N1c2
I8515	N1c2
RISE554.SG	N1c2b2
HG02026.SG	N1c2b2
NA18613.SG	N1c2b2
I5616	N1c2b2
DA220.SG	N1c2b2
BOT15.SG	N1c2b2
DA245.SG	N1c2b2
DA248.SG	N1c2b2
DA359.SG	N1c2b2
DA362.SG	N1c2b2
MARC481.SG	O
I7591	O
I1680	O
I8076	O
I5266_d	O
I3613	O1
I7868	O1a
I8072	O1a
I4668	O1a
HG00580.SG	O1a1a
HG01811.SG	O1a1a
HG02250.SG	O1a1a
HG02353.SG	O1a1a
HG02363.SG	O1a1a
HG02377.SG	O1a1a
HG02385.SG	O1a1a
HG02399.SG	O1a1a
NA18632.SG	O1a1a
NA18740.SG	O1a1a
TON002	O1a1a1a
I8080	O1a1a1a
I8081	O1a1a1a
I3733	O1a1a1a1
I3736	O1a1a1a1
I3731	O1a1a1a1
NA18606.SG	O1a1a1a1a
S12001.E1.L1	O1a1a1a1a1
HG00595.SG	O1a1a1a1a1
HG02384.SG	O1a1a1a1a1
HG02396.SG	O1a1a1a1a1
NA18536.SG	O1a1a1a1a1
HG02017.SG	O1a1a1b2
HG02079.SG	O1a1a1b2
HG02360.SG	O1a1a1b2a1
NA18647.SG	O1a1b
I0879	O1a1b
I4105_all	O1a2
I4106	O1a2
I4105	O1a2
I2731	O1b1a
I2731_all	O1b1a
HG00457.SG	O1b1a1
NA18638.SG	O1b1a1
DA228.SG	O1b1a1
HG00982.SG	O1b1a1a1a1
HG01028.SG	O1b1a1a1a1
HG01031.SG	O1b1a1a1a1
HG02374.SG	O1b1a1a1a1
HG02390.SG	O1b1a1a1a1
HG02401.SG	O1b1a1a1a1
HG02402.SG	O1b1a1a1a1
HG02409.SG	O1b1a1a1a1
NA18636.SG	O1b1a1a1a1
NA19009.SG	O1b1a1a1a1
HG00728.SG	O1b1a1a1a1a
HG00844.SG	O1b1a1a1a1a
HG01873.SG	O1b1a1a1a1a
HG02064.SG	O1b1a1a1a1a
HG02085.SG	O1b1a1a1a1a
HG02395.SG	O1b1a1a1a1a
HG02397.SG	O1b1a1a1a1a
HG01842.SG	O1b1a1a1a1a1
HG02032.SG	O1b1a1a1a1a1
HG01840.SG	O1b1a1a1a1a1a1
HG01846.SG	O1b1a1a1a1a1a1
HG01849.SG	O1b1a1a1a1a1a1
HG01867.SG	O1b1a1a1a1a1a1
HG02364.SG	O1b1a1a1a1a1a1
HG02386.SG	O1b1a1a1a1a1a1
HG02394.SG	O1b1a1a1a1a1a1
HG02408.SG	O1b1a1a1a1a1a1
HG02410.SG	O1b1a1a1a1a1a1
HG00701.SG	O1b1a1a1a1a1a1a1
HG02351.SG	O1b1a1a1a1a1a1a1
HG02382.SG	O1b1a1a1a1a1a1a1
HG02398.SG	O1b1a1a1a1a1a1a1
HG02512.SG	O1b1a1a1a1a1a1a1
HG02020.SG	O1b1a1a1a1a1a2
HG02356.SG	O1b1a1a1a1a1a2
HG02521.SG	O1b1a1a1a1a1a2
S11727.E1.L1	O1b1a1a1b
S6457.E1.L7	O1b1a1a1b
Chaudardes1_d_published	O1b1a1a1b
I6940	O1b1a1a1b
HG02407.SG	O1b1a1a1b1
HG04140.SG	O1b1a1a1b1a
HG04173.SG	O1b1a1a1b1a
mondal_RIA-12.SG	O1b1a1a1b1a
HG01865.SG	O1b1a1a1b1a2
HG02061.SG	O1b1a1a1b1a2
HG02389.SG	O1b1a1a1b1b
HG01844.SG	O1b1a1a1b2
HG00442.SG	O1b1a1a2
HG00406.SG	O1b1a2
HG02076.SG	O1b1a2
HG00634.SG	O1b1a2a
NA18603.SG	O1b1a2a
NA18637.SG	O1b1a2a
NA18534.SG	O1b1a2b
NA19055.SG	O1b1a2b
NA18563.SG	O1b2a1
HG00530.SG	O1b2a1a
NA19070.SG	O1b2a1a
NA18943.SG	O1b2a1a1
NA18953.SG	O1b2a1a1
NA18962.SG	O1b2a1a1
NA18977.SG	O1b2a1a1
NA18985.SG	O1b2a1a1
NA18986.SG	O1b2a1a1
NA18990.SG	O1b2a1a1
NA18994.SG	O1b2a1a1
NA19000.SG	O1b2a1a1
NA19060.SG	O1b2a1a1
NA19066.SG	O1b2a1a1
NA19088.SG	O1b2a1a1
NA18965.SG	O1b2a1a1a1
NA19005.SG	O1b2a1a1a1
NA19067.SG	O1b2a1a1a1
HG00533.SG	O1b2a1a2
NA19075.SG	O1b2a1a2a
NA18561.SG	O1b2a1a2a1
NA19007.SG	O1b2a1a2a1a
HG00559.SG	O2
HG02088.SG	O2
I0626_all	O2a
M240.SG	O2a
I0626	O2a
HG02067.SG	O2a1a
NA18605.SG	O2a1a
HG00448.SG	O2a1a1
HG00463.SG	O2a1a1
HG00475.SG	O2a1a1
HG00478.SG	O2a1a1
HG00500.SG	O2a1a1
HG00536.SG	O2a1a1
HG00542.SG	O2a1a1
HG02029.SG	O2a1a1
NA18745.SG	O2a1a1
NA18984.SG	O2a1c
HG00403.SG	O2a1c1a
HG00607.SG	O2a1c1a
HG01596.SG	O2a1c1a
HG02128.SG	O2a1c1a
NA18559.SG	O2a1c1a
HG00421.SG	O2a1c1a1
HG00436.SG	O2a1c1a1
HG00445.SG	O2a1c1a1
HG00451.SG	O2a1c1a1
HG00613.SG	O2a1c1a1
HG00707.SG	O2a1c1a1
NA18611.SG	O2a1c1a1
NA18629.SG	O2a1c1a1
NA18633.SG	O2a1c1a1
HG02047.SG	O2a1c1a5
DA43.SG	O2a1c1a5
HG02070.SG	O2a1c1a6a
NA18982.SG	O2a1c1a6a
HG00610.SG	O2a1c1b1
I1137	O2a1c1b1a
I1137_all	O2a1c1b1a
HG00472.SG	O2a1c1b1a1
HG02392.SG	O2a1c2
NA18544.SG	O2a1c2
HG00625.SG	O2a2
HG00622.SG	O2a2a
NA18621.SG	O2a2a
I2726_all	O2a2a1
I2726	O2a2a1
HG00650.SG	O2a2a1a1a
HG00656.SG	O2a2a1a1a
HG00662.SG	O2a2a1a1a
HG00671.SG	O2a2a1a1a
HG00674.SG	O2a2a1a1a
HG00689.SG	O2a2a1a1a
HG00692.SG	O2a2a1a1a
HG00698.SG	O2a2a1a1a
HG00704.SG	O2a2a1a1a
I3734_all	O2a2a1a2
I3734	O2a2a1a2
HG01816.SG	O2a2a1a2a
HG01861.SG	O2a2a1a2a
HG02023.SG	O2a2a1a2a
HG02131.SG	O2a2a1a2a
HG02137.SG	O2a2a1a2a
HG00653.SG	O2a2a1a2a1
HG02035.SG	O2a2a1a2a1a
HG02073.SG	O2a2a1a2a1a
M344.SG	O2a2b
LaRochette	O2a2b
HG00409.SG	O2a2b1a1a
HG00565.SG	O2a2b1a1a
HG00592.SG	O2a2b1a1a
HG00598.SG	O2a2b1a1a
HG00619.SG	O2a2b1a1a
HG02082.SG	O2a2b1a1a
HG02375.SG	O2a2b1a1a
NA18557.SG	O2a2b1a1a
NA18622.SG	O2a2b1a1a
NA18624.SG	O2a2b1a1a
NA18757.SG	O2a2b1a1a
NA18945.SG	O2a2b1a1a
NA19062.SG	O2a2b1a1a
NA19072.SG	O2a2b1a1a
NA19085.SG	O2a2b1a1a
NA19086.SG	O2a2b1a1a
I6367	O2a2b1a1a
HG01852.SG	O2a2b1a1a3a
HG02122.SG	O2a2b1a1a3a
NA18623.SG	O2a2b1a1a3b
HG04134.SG	O2a2b1a1a6
mondal_RIA-24.SG	O2a2b1a1a6
S35.SG	O2a2b1a1a6
HG00881.SG	O2a2b1a1a6a
NA18530.SG	O2a2b1a1a6a
mondal_RIA-63.SG	O2a2b1a1a6a
C1.SG	O2a2b1a1a6a
M63.SG	O2a2b1a1a6a
S10.SG	O2a2b1a1a6a
HG02371.SG	O2a2b1a1a6b
HG02372.SG	O2a2b1a1a6b
HG03830.SG	O2a2b1a1a6b
mondal_RIA-19.SG	O2a2b1a1a6b
mondal_RIA-20.SG	O2a2b1a1a6b
HG01810.SG	O2a2b1a1a6b1
HG01866.SG	O2a2b1a1a6b1
HG02355.SG	O2a2b1a1a6b1
HG02379.SG	O2a2b1a1a6b1
HG02380.SG	O2a2b1a1a6b1
HG02383.SG	O2a2b1a1a6b1
HG02387.SG	O2a2b1a1a6b1
HG02388.SG	O2a2b1a1a6b1
HG02391.SG	O2a2b1a1a6b1
HG02406.SG	O2a2b1a1a6b1
mondal_RIA-42.SG	O2a2b1a1a6b3
NA18548.SG	O2a2b1a1b
HG02050.SG	O2a2b1a2
NA19083.SG	O2a2b1a2
NA18635.SG	O2a2b1a2a
I5386	O2a2b1a2a
HG02058.SG	O2a2b1a2a1
NA18562.SG	O2a2b1a2a1a1
NA18609.SG	O2a2b1a2a1a1
HG00683.SG	O2a2b1a2a1a1a
HG01860.SG	O2a2b1a2a1a1a
NA19076.SG	O2a2b1a2a1a1a
HG01864.SG	O2a2b1a2a1a2
NA18546.SG	O2a2b1a2a1a2
NA18572.SG	O2a2b1a2a1a2
HG00583.SG	O2a2b1a2a1a3
NA18643.SG	O2a2b1a2a1a3
HG00589.SG	O2a2b1a2a1a3b
NA18543.SG	O2a2b1a2a1a3b2
HG00524.SG	O2a2b1a2a1a3b2b2
NA18648.SG	O2a2b1a2a1a3b2b2
NA18959.SG	O2a2b1a2a1a3b2b2
HG02367.SG	O2a2b1a2a1b
I8078	O2a2b2
I3614_all	O2a2b2a
I3614	O2a2b2a
HG00631.SG	O2a2b2a1
HG01872.SG	O2a2b2a1
HG00556.SG	O2a2b2a1a
I3612	O2a2b2a2
I3618_all	O2a2b2a2
I3618	O2a2b2a2
TAN001	O2a2b2a2
I3618.SG	O2a2b2a2
Tianyuan	K2b
I4096_all	K2b
I7561	K2b
I8944	K2b
I4419	K2b1
I3921_all	K2b1
I3921	K2b1
I7111	K2b1
FUT006	K2b1
I11224	K2b1
I4451	K2b1a3
I4451_all	K2b1a3
FUT007	K2b1a3
I4424	M1b
MAL004	M1b
I2245	P
I1789	P
mondal_BR1-13.SG	P
S10401.E1.L2	P1
S8501.E1.L2	P1
SN-20.SG	P1
I1748	P1
S12951.Y1.E1.L1	P1
S11277.E1.L1	P1
XIV_C_748.SG	P1
I3652	P1
I6983	P1
I4202	P1
I2215_published	P1
I4652	P1
I3243_all	P1
I6622_published	P1
I7026	P1
I1010	P1
AM66.SG	P1
I10984	P1
I11221	P1
I4567_newlib	P1
I8041	P1
I2215	P1
I6622	P1
I11449_d	P1
S11332.L1	Q
S10755.E1.L2	Q
I0979	Q
SN-25.SG	Q
I0969	Q
SN-58.SG	Q
SN-59.SG	Q
S10427.E1.L3	Q
S12341.Y1.E1.L1	Q
S10427.E1.L6	Q
S10427.E1.L8	Q
I6577	Q
I1126	Q
I2719	Q
I7310	Q
I7616	Q
I7543	Q
BC29.SG	Q
I10260	Q
I10981	Q
I8529	Q
I0757	Q1
I2850	Q1
I6207	Q1
S11282.E1.L1	Q1a
S11341.L1	Q1a
I0976	Q1a
NC.SG	Q1a
SN-32.SG	Q1a
S11109.E1.L1	Q1a
S10427.E1.L5	Q1a
S12371.Y1.E1.L1	Q1a
S12374.Y1.E1.L1	Q1a
I0238	Q1a
S12949.Y1.E1.L1	Q1a
I1123	Q1a
S13204.Y1.E1.L1	Q1a
S12716.Y1.E1.L1	Q1a
S12723.Y1.E1.L1	Q1a
S12767.Y1.E1.L1	Q1a
S12764.Y1.E1.L1	Q1a
S12747.Y1.E1.L1	Q1a
S12748.Y1.E1.L1	Q1a
S10427.E1.L9	Q1a
S10427.E1.L7	Q1a
MARC1491.SG	Q1a
I6512	Q1a
I2233	Q1a
I2236	Q1a
I2247	Q1a
I2262	Q1a
I3862	Q1a
I1824	Q1a
I3087	Q1a
I2258_d	Q1a
I5124	Q1a
I5280	Q1a
I5457	Q1a
I6950	Q1a
I5590	Q1a
I6013	Q1a
I6231	Q1a
I0997	Q1a
I6837	Q1a
I1007	Q1a
I1522	Q1a
I7560	Q1a
I7589	Q1a
BC30.SG	Q1a
I10326	Q1a
I10333	Q1a
I11217	Q1a
I11222	Q1a
I11228	Q1a
I11230	Q1a
I11235	Q1a
I7558	Q1a
I8451	Q1a
I8744	Q1a
DA54.SG	Q1a
DA354.SG	Q1a
DA355.SG	Q1a
RISE673.SG	Q1a
I0434	Q1a
I0991	Q1a
I1752.SG	Q1a
I6507	Q1a
S10427.E1.L2	Q1a1
S11030.E1.L1	Q1a1
S11742.Y1.E1.L1	Q1a1
S11741.Y1.E1.L1	Q1a1
S10427.E1.L4	Q1a1
S11841.Y1.E1.L1	Q1a1
S12960.Y1.E1.L1	Q1a1
S12972.Y1.E1.L1	Q1a1
LateDorset-XIV-H_126.SG	Q1a1
I2219	Q1a1
I3773	Q1a1
I1959	Q1a1
I4640	Q1a1
I4642	Q1a1
I4433	Q1a1
Tsimshian.SG	Q1a1
I7348	Q1a1
I7346	Q1a1
I7337	Q1a1
I10114	Q1a1
I8450	Q1a1
I8456	Q1a1
I8457	Q1a1
DA86.SG	Q1a1
I4433.SG	Q1a1
I6999.SG	Q1a1
Inuk.SG	Q1a1a
I6352	Q1a1a
I6999	Q1a1a
I8448	Q1a1a
I8449	Q1a1a
I8455	Q1a1a
S12969.Y1.E1.L1	Q1a1a1
HG01944.SG	Q1a1a1
HG02116.SG	Q1a1a1
HG02134.SG	Q1a1a1
I6349	Q1a1a1
I6353	Q1a1a1
I7746	Q1a1a1
S11745.Y1.E1.L1	Q1a1b
RISE600.SG	Q1a1b
RISE601.SG	Q1a1b
I6299	Q1a1b
I6407	Q1a1b
I6827	Q1a1b
I6740	Q1a1b
I6739	Q1a1b
I7336	Q1a1b
DA74.SG	Q1a1b
I1959.SG	Q1a1b
I6740.SG	Q1a1b
S12134.Y1.E1.L1	Q1a1b1
S11754.Y1.E1.L1	Q1a1b1
S11743.Y1.E1.L1	Q1a1b1
S11744.Y1.E1.L1	Q1a1b1
S12323.Y1.E1.L1	Q1a1b1
RISE493.SG	Q1a1b1
I2076	Q1a1b1
I1962	Q1a1b1
I2525	Q1a1b1
HG02696.SG	Q1a1b1
I2073	Q1a1b1
I7022	Q1a1b1
I0996	Q1a1b1
I10962	Q1a1b1
I10963	Q1a1b1
I11003	Q1a1b1
I8506	Q1a1b1
RISE683.SG	Q1a1b1
I0996.SG	Q1a1b1
I1962.SG	Q1a1b1
I7109.SG	Q1a1b1
I7109	Q1a1b1a
DA105.SG	Q1a1b1a
S8350.L1	Q1a2
PS-26.SG	Q1a2
SC-06.SG	Q1a2
SN-54.SG	Q1a2
S11100.E1.L1	Q1a2
S11103.E1.L1	Q1a2
S11102.E1.L1	Q1a2
S11245.E1.L1	Q1a2
S11105.E1.L1	Q1a2
I6714	Q1a2
S11526.E1.L1	Q1a2
S11753.Y1.E1.L1	Q1a2
I1017	Q1a2
S11756.Y1.E1.L1	Q1a2
S11975.E1.L1	Q1a2
S12373.Y1.E1.L1	Q1a2
S12365.Y1.E1.L1	Q1a2
S11834.Y1.E1.L1	Q1a2
S12360.Y1.E1.L1	Q1a2
I1400	Q1a2
I1129	Q1a2
S13190.Y1.E1.L1	Q1a2
S12758.Y1.E1.L1	Q1a2
S12722.Y1.E1.L1	Q1a2
S12720.Y1.E1.L1	Q1a2
S12762.Y1.E1.L1	Q1a2
I2540	Q1a2
I6717	Q1a2
I3949	Q1a2
I3950	Q1a2
I4550	Q1a2
I2844	Q1a2
HG03681.SG	Q1a2
HG03943.SG	Q1a2
I5599	Q1a2
NV3001	Q1a2
I6846	Q1a2
I6833	Q1a2
I6848	Q1a2
I6830	Q1a2
I7090	Q1a2
I7759	Q1a2
Yaghan890.SG	Q1a2
I10906	Q1a2
I10925	Q1a2
I11012	Q1a2
I11188	Q1a2
I11226	Q1a2
I8350	Q1a2
I8391	Q1a2
I8396	Q1a2
I8397	Q1a2
I8402	Q1a2
I8417	Q1a2
I2841	Q1a2
I8248	Q1a2
I8305	Q1a2
I11191_d	Q1a2
DA361.SG	Q1a2
DA4.SG	Q1a2
DA337.SG	Q1a2
RISE672.SG	Q1a2
RISE674.SG	Q1a2
I3949.SG	Q1a2
I3950.SG	Q1a2
I4550.SG	Q1a2
I0974	Q1a2
I6714.SG	Q1a2
S11351.L1	Q1a2a
S10900.E1.L1	Q1a2a
LAR002	Q1a2a
523a.SG	Q1a2a
MX-01.SG	Q1a2a
SM-01.SG	Q1a2a
I0968	Q1a2a
I0967	Q1a2a
S11292.E1.L1	Q1a2a
S11551.E1.L1	Q1a2a
S12345.Y1.E1.L1	Q1a2a
S11836.Y1.E1.L1	Q1a2a
S12344.Y1.E1.L1	Q1a2a
I1357	Q1a2a
S12355.Y1.E1.L1	Q1a2a
S12325.Y1.E1.L1	Q1a2a
S12363.Y1.E1.L1	Q1a2a
S12342.Y1.E1.L1	Q1a2a
S12354.Y1.E1.L1	Q1a2a
I1358	Q1a2a
S12961.Y1.E1.L1	Q1a2a
I0093	Q1a2a
I1124	Q1a2a
I0719	Q1a2a
S13208.Y1.E1.L1	Q1a2a
S13247c.Y1.E1.L1	Q1a2a
I6787	Q1a2a
I0753	Q1a2a
S13192.Y1.E1.L1	Q1a2a
I0602	Q1a2a
S12731.Y1.E1.L1	Q1a2a
S12759.Y1.E1.L1	Q1a2a
S12740.Y1.E1.L1	Q1a2a
S12765.Y1.E1.L1	Q1a2a
S12715.Y1.E1.L1	Q1a2a
S12728.Y1.E1.L1	Q1a2a
S12726.Y1.E1.L1	Q1a2a
I0237	Q1a2a
I2074	Q1a2a
I2075	Q1a2a
I2143	Q1a2a
I2241	Q1a2a
I2244	Q1a2a
I2250	Q1a2a
I6684	Q1a2a
I2263	Q1a2a
I2537	Q1a2a
I2549	Q1a2a
I3426	Q1a2a
I6992	Q1a2a
I3752	Q1a2a
I1863	Q1a2a
I2706	Q1a2a
CP18	Q1a2a
CP25	Q1a2a
I0719.SG	Q1a2a
I3092	Q1a2a
I5600	Q1a2a
I6051	Q1a2a
I6212	Q1a2a
I6247	Q1a2a
I6249	Q1a2a
I6356	Q1a2a
MK3001.B0101	Q1a2a
I3546	Q1a2a
I6826	Q1a2a
I6151	Q1a2a
I1526	Q1a2a
I7779	Q1a2a
I7780	Q1a2a
Enoque65.SG	Q1a2a
I7335	Q1a2a
AM74.SG	Q1a2a
I10253	Q1a2a
I10254	Q1a2a
I10261	Q1a2a
I10328	Q1a2a
I10913	Q1a2a
I10915	Q1a2a
I10923	Q1a2a
I10937	Q1a2a
I10977	Q1a2a
I10985	Q1a2a
I11163	Q1a2a
I11165	Q1a2a
I11170	Q1a2a
I11176	Q1a2a
I11177	Q1a2a
I11184	Q1a2a
I11186	Q1a2a
I11198	Q1a2a
I11202	Q1a2a
I11220	Q1a2a
I11445	Q1a2a
I6685	Q1a2a
I7973	Q1a2a
I8548	Q1a2a
I8549	Q1a2a
I8564	Q1a2a
I2842	Q1a2a
I2847	Q1a2a
I2848	Q1a2a
I8241	Q1a2a
DA141.SG	Q1a2a
DA161.SG	Q1a2a
DA20.SG	Q1a2a
DA353.SG	Q1a2a
DA356.SG	Q1a2a
DA73.SG	Q1a2a
DA334.SG	Q1a2a
DA335.SG	Q1a2a
DA336.SG	Q1a2a
DA338.SG	Q1a2a
RISE662.SG	Q1a2a
I1001	Q1a2a
I1000	Q1a2a
I0998	Q1a2a
I1526.SG	Q1a2a
S10187.L1	Q1a2a1
S11398.L1	Q1a2a1
S11335.L1	Q1a2a1
I0978	Q1a2a1
PS-03.SG	Q1a2a1
PS-07.SG	Q1a2a1
SN-17.SG	Q1a2a1
I0966	Q1a2a1
S11968.E1.L1	Q1a2a1
S12358.Y1.E1.L1	Q1a2a1
S12349.Y1.E1.L1	Q1a2a1
S12361.Y1.E1.L1	Q1a2a1
S12946.Y1.E1.L1	Q1a2a1
S12945.Y1.E1.L1	Q1a2a1
S12894.E1.L1	Q1a2a1
S13189.Y1.E1.L1	Q1a2a1
S12741.Y1.E1.L1	Q1a2a1
I0608	Q1a2a1
I1753	Q1a2a1
I2558	Q1a2a1
HG02090.SG	Q1a2a1
I2834	Q1a2a1
NA19774.SG	Q1a2a1
I5456	Q1a2a1
I4825	Q1a2a1
I6348	Q1a2a1
I6910	Q1a2a1
I7331	Q1a2a1
I10308	Q1a2a1
I10325	Q1a2a1
I10935	Q1a2a1
I11167	Q1a2a1
I8243	Q1a2a1
DA343.SG	Q1a2a1
I3442.SG	Q1a2a1
I0045	Q1a2a1a
S10862.E1.L1	Q1a2a1a
PS-06.SG	Q1a2a1a
IPK13a.SG	Q1a2a1a
S13210.Y1.E1.L1	Q1a2a1a
kennewick.SG	Q1a2a1a
I2252	Q1a2a1a
I11185	Q1a2a1a
I11192	Q1a2a1a
I0040	Q1a2a1a1
S11260.E1.L1	Q1a2a1a1
S10186.L1	Q1a2a1a1
S11288.E1.L1	Q1a2a1a1
S11284.E1.L1	Q1a2a1a1
S11285.E1.L1	Q1a2a1a1
S11395.L1	Q1a2a1a1
S11343.L1	Q1a2a1a1
S11315.L1	Q1a2a1a1
S10861.E1.L1	Q1a2a1a1
CUN008	Q1a2a1a1
TDA002	Q1a2a1a1
B-03.SG	Q1a2a1a1
CT-01.SG	Q1a2a1a1
SN-11.SG	Q1a2a1a1
S11257.E1.L1	Q1a2a1a1
S11256.E1.L1	Q1a2a1a1
S11777.Y1.E1.L1	Q1a2a1a1
S11296.E1.L1	Q1a2a1a1
IPY08b.SG	Q1a2a1a1
S11165.Y1.E1.L1	Q1a2a1a1
S11974.E1.L1	Q1a2a1a1
S11552.E1.L1	Q1a2a1a1
S11970.E1.L1	Q1a2a1a1
S12372.Y1.E1.L1	Q1a2a1a1
S12370.Y1.E1.L1	Q1a2a1a1
I0309	Q1a2a1a1
S12359.Y1.E1.L1	Q1a2a1a1
I1484	Q1a2a1a1
S12326.Y1.E1.L1	Q1a2a1a1
S12346.Y1.E1.L1	Q1a2a1a1
S12368.Y1.E1.L1	Q1a2a1a1
I1743	Q1a2a1a1
S12347.Y1.E1.L1	Q1a2a1a1
I1744	Q1a2a1a1
