Sample_ID	Master ID	Skeletal code	Skeletal element	LibraryID(s)	Data type	14C date(s) that are newly published in this study	Study in which DNA was published	Associated authors if this is a newly reported sample	Average of 95.4% date range in calBP (defined as 1950 CE)  	"Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age B, Lab number) e.g. 5983-5747 calBCE (6980±50 B B, Beta-226472). (Format 2) Archaeological context date B, e.g. 2500-1700 BCE"	Period	Analysis label	Culture label	Passed all analysis filters	Location	Country	Deme	Lat.	Long.	Sex	mtDNA best (>2x)	Coverage at autosomal SNPs in the ~1.2 million target set	Number of the ~1.2 million SNPs hit (autosomes only)	Assessment of data quality (notes in parentheses)	X-contamination point estimate from ANGSD if male and ≥200 SNPs	X-contamination Z-score from ANGSD if male and ≥200 SNPs	UDG treatment (minus=untreated; half=treated except in last nucleotides; plus=treated over all nucleotides)	Number of new dates reported in this study	Get date?	Count of entries for samples with newly reported data	Missing archaeological description	Missing skeletal code(s)	Missing latitude / longitude	language	clinal status
RISE511.SG	RISE511	"collection 6136, individual 6"	tooth	RISE511	Shotgun	previously  published 14C date	AllentoftNature2015	n/a (previously reported)	4744	"2909-2679 calBCE (4224±36 BP, OxA-31568)"	EMBA	Afanasievo_sister.I3387_mother.I6711	Afanasievo_sister.I3387_mother.I6711	No	"Middle Yenisei region, Afanasieva Gora"	Russia	Forest / Steppe	54.35661	 90.919186	F	J2a2a	3.755	1060524	PASS	n/a (female)	n/a (female)	minus	0	..	0	..	..	..		..
I6711	I6711	"StPet42, collection 6136, individual 4"	bone	S6711.E1.L1	1240K	no 14C date	This study	Vyacheslav Moiseyev	4750	"2950-2650 BCE [son of RISE511 with a date of 2909-2679 calBCE (4224±36 BP, OxA-31568)]"	EMBA	Afanasievo	Afanasievo	Yes	"Middle Yenisei region, Afanasieva Gora"	Russia	Forest / Steppe	54.35661	90.919186	M	J2a2a	0.213903	220203	PASS	..	..	half	0	..	1	..	..	..		..
I0441	I0441	"SVP HB 54, K. 3, gr. 1"	bone (long bone)	S0441.E1.L1	1240K	previously  published 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	4766	"3010-2622 calBCE (4234±60 BP, AA-47805)"	EMBA	Western_Steppe_EMBA	Yamnaya_Samara	Yes	"Samara, Buzuluk, Kurmanaevka III"	Russia	Forest / Steppe	52.3	52.05	F	H2b	0.091	101678	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I0438	I0438	"SVP HB 50, flat grave 5 (prisoner)"	bone (long bone)	S0438.E1.L1	1240K	previously  published 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	4778	"3021-2635 calBCE (4254±61 BP, AA-47807)"	EMBA	Western_Steppe_EMBA	Yamnaya_Samara	Yes	"Samara, Samara River, Luzkhi I"	Russia	Forest / Steppe	53.38	50.38	M	U5a1a1	0.736	567478	PASS	..	..	half	0	..	0	..	..	..		..
I0231	I0231	"SVP3, Ekaterinovka B.1 Raskop 1"	"bone (long bone),petrous"	"S0231.E3.L1,S0231.E2.L1,S0231.E4.L1,S0231.E2.L2,S8281.E1.L1"	1240K	"2913-2882 calBCE (4275±20 BP, PSUAMS-4279)"	This study (supplement of MathiesonNature2015 and HaakLazaridisNature2015)	"Alexander Khokhlov, David Anthony"	4792	"2921-2762 calBCE [2921-2762 calBCE (4260±30 BP, Beta-392487), 2913-2882 calBCE (4275±20 BP, PSUAMS-4279)]"	EMBA	Western_Steppe_EMBA	Yamnaya_Samara	Yes	"Samara, Southern Steppe, Ekaterinovka"	Russia	Forest / Steppe	52.71085	49.46685556	M	U4a1a or U4a1d	9.905002	1103245	PASS	..	..	"half,half,half,half,half"	1	..	1	..	..	..		..
I6715	I6715	"StPet54, collection 6612, individual 7"	petrous	S6715.E1.L1	1240K	no 14C date	This study	Vyacheslav Moiseyev	4850	3300-2500 BCE	EMBA	Afanasievo	Afanasievo	Yes	"Altai Mountains, Yenisey River, left bank of Karasuk tributary, Karasuk III"	Russia	Forest / Steppe	54.3725	90.5642	F	U4b3	1.309773	708932	PASS	n/a (female)	n/a (female)	half	0	..	1	..	..	..		..
I10564	I10564	"StPet40, collection 6136, individual 2"	bone (long bone)	S10564.E1.L2	1240Kplus	no 14C date	This study	Vyacheslav Moiseyev	4850	3300-2500 BCE	EMBA	Afanasievo	Afanasievo	Yes	"Middle Yenisei region, Afanasieva Gora"	Russia	Forest / Steppe	54.35661	 90.919186	F	V1a	0.369583	339219	PASS (mtcontam=0.961)	n/a (female)	n/a (female)	half	0	..	1	..	..	..		..
I7489	I7489	"58, Utyevka V, 1/1"	petrous	S7489.E1.L1	1240K	no 14C date	This study	"Alexander Khokhlov, David Anthony"	4850	3300-2500 BCE	EMBA	Western_Steppe_EMBA	Yamnaya_Samara	Yes	"Samara, Samara River, Utyevka V"	Russia	Forest / Steppe	52.91277778	50.99055556	F	H2a1e	1.070382	656704	PASS	n/a (female)	n/a (female)	half	0	Try	1	..	..	..		..
I5272	I5272	"Tomsk_1955, inventory number 1955"	petrous	S5272.E1.L1	1240K	"3003-2887 calBCE (4305±20 BP, PSUAMS-2351)"	This study	"Sergey Mikhailovich Slepchenko, Anatoly Nikolaevich Bagashev"	4895	"3003-2887 calBCE (4305±20 BP, PSUAMS-2351)"	EMBA	Afanasievo	Afanasievo	Yes	Elo Bashi	Russia	Forest / Steppe	50.75648626	85.56087884	F	U5a1g1	1.116	657546	PASS	n/a (female)	n/a (female)	half	1	..	1	..	Yes	..		..
I5273	I5273	"Tomsk_1959, inventory number 1959"	petrous	S5273.E1.L1	1240K	"3011-2887 calBCE (4310±25 BP, PSUAMS-2352)"	This study	"Sergey Mikhailovich Slepchenko, Anatoly Nikolaevich Bagashev"	4899	"3011-2887 calBCE (4310±25 BP, PSUAMS-2352)"	EMBA	Afanasievo	Afanasievo	Yes	Lower Tyumechin 1	Russia	Forest / Steppe	50.75364627	85.55666955	M	T2a1a	2.926	831605	PASS	..	..	half	1	..	1	..	Yes	..		..
Yamnaya.SG	Yamnaya	"Kurgan 1, 2"	tooth	..	Shotgun	previously  published 14C date	DamgaardScience2018	n/a (previously reported)	4903	"3018-2887 calBCE (4315±34 BP, UBA-32667)"	EMBA	Karagash_EMBA_Yamnaya.SG	Karagash_EMBA_Yamnaya.SG	Yes	Karagash	Kazakhstan	Forest / Steppe	49.134217	75.851817	F	R1a1a	25.2	1182098	PASS	n/a (female)	n/a (female)	minus	0	..	0	..	..	..		..
I5279	I5279	"Tomsk_2102, inventory number 2102"	petrous	S5279.E1.L1	1240K	"3012-2897 calBCE (4330±20 BP, PSUAMS-2355)"	This study	"Sergey Mikhailovich Slepchenko, Anatoly Nikolaevich Bagashev"	4905	"3012-2897 calBCE (4330±20 BP, PSUAMS-2355)"	EMBA	Afanasievo	Afanasievo	Yes	Lower Tyumechin 1	Russia	Forest / Steppe	50.75364627	85.55666955	M	U4d1	2.715	819809	PASS (Xcontam=0.005)	..	..	half	1	..	1	..	Yes	..		..
I5271	I5271	"Tomsk_1952, inventory number 1952"	tooth (molar)	S5271.E1.L1	1240K	"3013-2901 calBCE (4335±20 BP, PSUAMS-2406)"	This study	"Sergey Mikhailovich Slepchenko, Anatoly Nikolaevich Bagashev"	4907	"3013-2901 calBCE (4335±20 BP, PSUAMS-2406)"	EMBA	Afanasievo	Afanasievo	Yes	Elo 1	Russia	Forest / Steppe	50.7581128	85.56024972	F	T2a1a	0.181	190995	QUESTIONABLE (damage=0.013)	n/a (female)	n/a (female)	half	1	..	1	..	Yes	..		..
I5269	I5269	"Tomsk_1950, inventory number 1950"	petrous	S5269.E1.L1	1240K	"3016-2899 calBCE (4335±25 BP, PSUAMS-2350)"	This study	"Sergey Mikhailovich Slepchenko, Anatoly Nikolaevich Bagashev"	4908	"3016-2899 calBCE (4335±25 BP, PSUAMS-2350)"	EMBA	Afanasievo	Afanasievo	Yes	Elo 1	Russia	Forest / Steppe	50.7581128	85.56024972	M	T2a1a	3.056	837461	PASS	..	..	half	1	..	1	..	Yes	..		..
I11734	I11734	"Kurgan 4, Burial 1, skeleton 2"	petrous	S11734.E1.L1	1240Kplus	"3022-2911 calBCE (4360±20 BP, PSUAMS-4619)"	This study	"Michael Frachetti, Egor Kitov, Gaziz Akhatov, Antonina Yermolayeva, Arman A. Bissembaev, Talgat B. Mamirov, Aslan M. Mamedov"	4917	"3022-2911 calBCE (4360±20 BP, PSUAMS-4619)"	EMBA	Central_Steppe_EMBA	Kumsay_EBA	Yes	Kumsay (Kyryk Oba)	Kazakhstan	Forest / Steppe	49.49	58.51	M	U4a	0.878909	579048	"PASS (Xcontam=0.014, mtcontam=0.977)"	..	..	half	1	..	1	Yes	..	..		..
I11732	I11732	"Kurgan 1, Burial 2"	petrous	S11732.E1.L1	1240Kplus	"3078-2912 calBCE (4365±20 BP, PSUAMS-4751)"	This study	"Michael Frachetti, Egor Kitov, Gaziz Akhatov, Antonina Yermolayeva, Arman A. Bissembaev, Talgat B. Mamirov, Aslan M. Mamedov"	4945	"3078-2912 calBCE (4365±20 BP, PSUAMS-4751)"	EMBA	Central_Steppe_EMBA	Kumsay_EBA	Yes	Kumsay (Kyryk Oba)	Kazakhstan	Forest / Steppe	49.49	58.51	F	H6a	2.797116	762379	PASS	n/a (female)	n/a (female)	half	1	..	1	Yes	..	..		..
I5278	I5278	"Tomsk_2101, inventory number 2101"	petrous	S5278.E1.L1	1240K	"3084-2911 calBCE (4370±25 BP, PSUAMS-2354)"	This study	"Sergey Mikhailovich Slepchenko, Anatoly Nikolaevich Bagashev"	4948	"3084-2911 calBCE (4370±25 BP, PSUAMS-2354)"	EMBA	Afanasievo	Afanasievo	Yes	Lower Tyumechin 1	Russia	Forest / Steppe	50.75364627	85.55666955	M	U5a1a1	0.525	378345	PASS	..	..	half	1	..	1	..	Yes	..		..
I0370	I0370	"SVP HB 10, K. 3, gr. 1"	bone (long bone)	S0370.E1.L1	1240K	no 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	4950	3300-2700 BCE	EMBA	Western_Steppe_EMBA	Yamnaya_Samara	Yes	"Samara, Eastern Orenburg, Pre-Ural steppe, Ishkinovka I"	Russia	Forest / Steppe	51.27	58.18	M	H13a1a1	1.043	695086	PASS	..	..	half	0	..	0	..	..	..		..
I0443	I0443	"SVP57, Kurgan II"	bone (long bone)	"S0443.E1.L1,S0443.E2.L1"	1240K	no 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	4950	3300-2700 BCE	EMBA	Western_Steppe_EMBA	Yamnaya_Samara	Yes	"Samara, Sok River, Lopatino"	Russia	Forest / Steppe	53.38	50.39	M	W3a1a	5.317	995838	PASS (Xcontam=0.003)	..	..	"half,half"	0	..	0	..	..	..		..
I0357	I0357	"SVP5, Kurgan I"	bone (long bone)	"S0357.E1.L1,S0428.E1.L1"	1240K	previously published 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	4952	"3090-2913 calBCE (4380±30 BP, Beta-392489)"	EMBA	Western_Steppe_EMBA	Yamnaya_Samara	Yes	"Samara, Sok River, Lopatino"	Russia	Forest / Steppe	53.38	50.39	F	W6c	0.625	523435	PASS	n/a (female)	n/a (female)	"half,half"	0	..	0	..	..	..		..
I11531	I11531	"Kurgan 4, Burial 1, skeleton 1"	petrous	S11531.E1.L1	1240Kplus	"3087-2919 calBCE (4385±20 BP, PSUAMS-4617)"	This study	"Michael Frachetti, Egor Kitov, Gaziz Akhatov, Antonina Yermolayeva, Arman A. Bissembaev, Talgat B. Mamirov, Aslan M. Mamedov"	4953	"3087-2919 calBCE (4385±20 BP, PSUAMS-4617)"	EMBA	Central_Steppe_EMBA	Kumsay_EBA	Yes	Kumsay (Kyryk Oba)	Kazakhstan	Forest / Steppe	49.49	58.51	F	C5c+16234	1.998885	697923	PASS	n/a (female)	n/a (female)	half	1	..	1	Yes	..	..		..
I2071	I2071	"230/6, tomb 10"	tooth (premolar)	S2071.E1.L1	1240K	"2926-2704 calBCE (4260±35 BP, Poz-83510)"	This study	"Anatoly Derevianko, Tatiana Chikisheva"	4968	"3331-2704 calBCE [2926-2704 calBCE (4260±35 BP, Poz-83510), 3322-2923 calBCE (4423±29 BP, OxA-31219), 3331-2935 calBCE (4442±29 BP, OxA-31220)]"	EMBA	Afanasievo	Afanasievo	Yes	"Altai Mountains, Ust'-Kuyum"	Russia	Forest / Steppe	..	..	M	H6a1b	0.635	509531	PASS	..	..	half	1	..	1	..	..	Yes		..
I5277	I5277	"Tomsk_2099, inventory number 2099"	petrous	S5277.E1.L1	1240K	"3083-2916 calBCE (4375±20 BP, PSUAMS-2353); 3264-2929 calBCE (4420±20 BP, PSUAMS-2368)"	This study	"Sergey Mikhailovich Slepchenko, Anatoly Nikolaevich Bagashev"	5040	"3264-2916 calBCE [3083-2916 calBCE (4375±20 BP, PSUAMS-2353), 3264-2929 calBCE (4420±20 BP, PSUAMS-2368)]"	EMBA	Afanasievo	Afanasievo	Yes	Elo Bashi	Russia	Forest / Steppe	50.75648626	85.56087884	M	U4b3	2.702	818967	PASS (Xcontam=0.007)	..	..	half	2	..	1	..	Yes	..		..
I0444	I0444	"SVP HB 58, Site I"	bone (long bone)	S0444.E1.L1	1240K	previously  published 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	5059	"3335-2882 calBCE (4370±75 BP, AA-12570)"	EMBA	Western_Steppe_EMBA	Yamnaya_Samara	Yes	"Samara, Kutuluk, Kutuluk River"	Russia	Forest / Steppe	53.31	51.15	M	H6a1b	0.653	539947	PASS (Xcontam=0.015)	..	..	half	0	..	0	..	..	..		..
I1829	I1829	SS Sal 1/36	bone (cranial)	S1829.E1.L1	1240K	"2915-2878 calBCE (4270±25 BP, PSUAMS-2109)"	This study	"James Mallory, Svetlana Svyatko"	5066	"3316-2915 calBCE [2915-2878 calBCE (4270±25 BP, PSUAMS-2109), 3316-2915 cal BCE (4409±34 BP, UBA-29307)]"	EMBA	Afanasievo	Afanasievo	Yes	"Altai Mountains, Saldyar-1 cemetery"	Russia	Forest / Steppe	50.55423889	86.59013611	F	J2a2a	0.304	291825	PASS	n/a (female)	n/a (female)	half	1	..	1	..	..	..		..
I11736	I11736	"Kurgan 1, Burial 4"	petrous	S11736.E1.L1	1240Kplus	"3307-2928 calBCE (4425±20 BP, PSUAMS-4944)"	This study	"Michael Frachetti, Egor Kitov, Gaziz Akhatov, Antonina Yermolayeva"	5068	"3307-2928 calBCE (4425±20 BP, PSUAMS-4944)"	EMBA	Mereke_EBA_Yamnaya	Mereke_EBA_Yamnaya	Yes	Mereke	Kazakhstan	Forest / Steppe	50.46	49.2	F	U4	4.855451	800284	PASS	n/a (female)	n/a (female)	half	1	..	1	Yes	..	..		..
I0439	I0439	"SVP HB 52, K. 1, gr. 1"	bone (long bone)	S0439.E1.L1	1240K	previously published 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	5071	"3321-2921 calBCE (4420±30 BP, Beta-392491)"	EMBA	Western_Steppe_EMBA	Yamnaya_Samara	Yes	"Samara, Sok River, Lopatino"	Russia	Forest / Steppe	53.38	50.39	M	U5a1a1	0.26	268426	PASS	..	..	half	0	..	0	..	..	..		..
I2069	I2069	230/4	tooth (molar)	S2069.E1.L1	1240K	"3331-2922 calBCE (4430±40 BP, Poz-83425)"	This study	"Anatoly Derevianko, Tatiana Chikisheva"	5077	"3331-2922 calBCE (4430±40 BP, Poz-83425)"	EMBA	Afanasievo	Afanasievo	Yes	"Altai Autonomous Republic, Ust-Kanski, Altai Mountains, Kaminnaya Cave"	Russia	Forest / Steppe	..	..	F	K1b2a	4.791	864090	QUESTIONABLE (damage=0.024)	n/a (female)	n/a (female)	half	1	..	1	..	..	Yes		..
I0429	I0429	"SVP HB 38, K. 30 (NOT 31), gr. 1"	bone (long bone)	S0429.E1.L1	1240K	previously  published 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	5079	"3339-2918 calBCE (4432±66 BP, AA-47804) "	EMBA	Western_Steppe_EMBA	Yamnaya_Samara	Yes	"Samara, Sok River, Lopatino"	Russia	Forest / Steppe	53.38	50.39	M	T2c1a2	0.843	603212	PASS	..	..	half	0	..	0	..	..	..		..
I5270	I5270	"Tomsk_1951, inventory number 1951"	tooth (premolar)	S5270.E1.L1	1240K	"3322-2939 calBCE (4435±20 BP, PSUAMS-2405)"	This study	"Sergey Mikhailovich Slepchenko, Anatoly Nikolaevich Bagashev"	5081	"3322-2939 calBCE (4435±20 BP, PSUAMS-2405)"	EMBA	Afanasievo	Afanasievo	Yes	Elo 1	Russia	Forest / Steppe	50.7581128	85.56024972	M	T1a1	0.212	224619	QUESTIONABLE (damage=0.026)	..	..	half	1	..	1	..	Yes	..		..
BOT15.SG	BOT15	Botai Excavation 15	..	..	Shotgun	previously  published 14C date	DamgaardScience2018	n/a (previously reported)	5135	"3343-3026 calBCE (4474±37 BP, UBA-32663)"	N	Botai.SG	Botai.SG	Yes	Botai	Kazakhstan	Forest / Steppe	53.305983	67.648166	M	R1b1	3	1065924	PASS	..	..	minus	0	..	0	..	..	..		..
I11501	I11501	"Kurgan 6, Burial 10"	tooth	S11501.E1.L1	1240Kplus	"3341-3097 calBCE (4495±25 BP, PSUAMS-4604)"	This study	"Michael Frachetti, Egor Kitov, Gaziz Akhatov, Antonina Yermolayeva, Arman A. Bissembaev, Talgat B. Mamirov, Aslan M. Mamedov"	5169	"3341-3097 calBCE (4495±25 BP, PSUAMS-4604)"	EMBA	Central_Steppe_EMBA	Kumsay_EBA	Yes	Kumsay (Kyryk Oba)	Kazakhstan	Forest / Steppe	49.49	58.51	F	C5c+16234	1.116814	656063	PASS	n/a (female)	n/a (female)	half	1	..	1	Yes	..	..		..
BOT14.SG	BOT14	"Botai Excavation 14, 1983"	..	..	Shotgun	previously  published 14C date	DamgaardScience2018	n/a (previously reported)	5264	"3518-3109 calBCE (4598±46 BP, UBA-32662)"	N	Botai.SG	Botai.SG	Yes	Botai	Kazakhstan	Forest / Steppe	53.305983	67.648166	M	K1b2	3.7	1114698	PASS	..	..	minus	0	..	0	..	..	..		..
BOT2016.SG	BOT2016	Botai 2016 	..	..	Shotgun	previously  published 14C date	DamgaardScience2018	n/a (previously reported)	5450	"3632-3368 calBCE (4695±50 BP, UBA-32666)"	N	Botai.SG	Botai.SG	Yes	Botai	Kazakhstan	Forest / Steppe	53.305983	67.648166	F	Z1a	13.6	1149684	PASS	n/a (female)	n/a (female)	minus	0	..	0	..	..	..		..
I5766	I5766	"Tomsk10, inventory number 3079"	petrous	S5766.E1.L1	1240K	"4230-3983 calBCE (5261±33 BP, OxA-33486)"	This study	"Sergey Mikhailovich Slepchenko, Anatoly Nikolaevich Bagashev"	6057	"4230-3983 calBCE (5261±33 BP, OxA-33486)"	N	WSHG	Sosonivoy_HG	Yes	"Siberia, Sosnoviy Ostrov"	Russia	Forest / Steppe	57.35888889	65.365	F	U5a2b1	1.761	625559	PASS	n/a (female)	n/a (female)	half	1	..	1	..	Yes	..		..
Popovo2	Popovo2	Popovo2	..	..	1240K	no 14C date	MittnikNatureCommunications2018	n/a (previously reported)	6250	7500-5000 BCE	N	EEHG	Popovo_HG	Yes	"Popovo, Archangelsk"	Russia	Forest / Steppe	..	..	M	U4d	0.064	66188	PASS	..	..	half	0	..	0	..	..	..		..
I0433	I0433	"SVP HB 46, grave 1"	bone (long bone)	S0433.E1.L1	1240K	"4689-4543 calBCE (5760±25 BP, PSUAMS-4032)"	MathiesonNature2015	n/a (previously reported)	6566	"4689-4543 calBCE (5760±25 BP, PSUAMS-4032)"	N	Khvalynsk_EN	Khvalynsk_EN	Yes	"Saratovo, Saratov oblast, Khvalynsk II"	Russia	Forest / Steppe	52.22	48.1	M	U5a1i	0.476	431545	PASS	..	..	half	1	..	0	..	..	..		..
I1958	I1958	"Tyumen1, Kurgan 1, Mergen 6 (no inventory number)"	petrous	S1958.E1.L1	1240K	"4723-4558 calBCE (5805±25 BP, PSUAMS-2359)"	This study	"Sergey Mikhailovich Slepchenko, Anatoly Nikolaevich Bagashev"	6591	"4723-4558 calBCE (5805±25 BP, PSUAMS-2359)"	N	WSHG	Tyumen_HG	Yes	"Siberia, western, Tyumen Oblast"	Russia	Forest / Steppe	56.03622222	69.33886111	F	U	0.027	31796	QUESTIONABLE_CRITICAL (mtcontam=0.817)	n/a (female)	n/a (female)	half	1	..	1	..	Yes	..		..
I0122	I0122	SVP35	bone (long bone)	"S0122.E1.L2,S0122.E2.L1"	1240K	"4934-4780 calBCE (5960±25 BP, PSUAMS-4031)"	MathiesonNature2015	n/a (previously reported)	6807	"4934-4780 calBCE (5960±25 BP, PSUAMS-4031)"	N	Khvalynsk_EN	Khvalynsk_EN	Yes	"Saratovo, Saratov oblast, Khvalynsk II"	Russia	Forest / Steppe	52.22	48.1	M	H2a1	0.723	569453	PASS (mtcontam=0.952-0.995)	..	..	"plus,half"	1	..	0	..	..	..		..
I0434	I0434	"SVP HB 47, grave 17"	bone (long bone)	S0434.E1.L1	1240K	"5051-4860 calBCE (6070±25 BP, PSUAMS-4033)"	MathiesonNature2015	n/a (previously reported)	6906	"5051-4860 calBCE (6070±25 BP, PSUAMS-4033)"	N	Khvalynsk_EN	Khvalynsk_EN	Yes	"Saratovo, Saratov oblast, Khvalynsk II"	Russia	Forest / Steppe	52.22	48.1	M	U4a2 or U4d	0.053	61851	PASS	..	..	half	1	..	0	..	..	..		..
I0124	I0124	"SVP HB 44, settlement, grave 1"	bone (long bone)	S0124.E1.L3	1240K	previously published 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	7549	"5657-5541 calBCE (6680±30 BP, Beta-392490)"	N	EEHG	Samara_HG	Yes	"Samara, Sok River, Lebyazhinka"	Russia	Forest / Steppe	53.680623	50.675349	M	U5a1d	0.598	477876	PASS	..	..	half	0	..	0	..	..	..		..
I1960	I1960	"Tyumen50, Kurgan 6, Mergen 6 (no inventory number)"	petrous	S1960.E1.L1	1240K	"6335-6071 calBCE (7330±40 BP, Poz-82198); 6361-6086 calBCE (7355±40 BP, OxA-33489, d15N=+15.3 permil possible marine influence)"	This study	"Sergey Mikhailovich Slepchenko, Anatoly Nikolaevich Bagashev"	8166	"6361-6071 calBCE [6335-6071 calBCE (7330±40 BP, Poz-82198), 6361-6086 calBCE (7355±40 BP, OxA-33489, d15N=+15.3 permil possible marine influence)]"	N	WSHG	Tyumen_HG	Yes	"Siberia, western, Tyumen Oblast"	Russia	Forest / Steppe	56.03622222	69.33886111	F	U2e3	5.346	805830	PASS	n/a (female)	n/a (female)	half	2	..	1	..	Yes	..		..
I0211	I0211	UzOO40	tooth	S1254.L1	1240K	no 14C date	MathiesonNature2015	n/a (previously reported)	8280	"6773-5886 BCE [other dates in the layer used in the Bayesian modeling analysis we used to obtain this range are (7280±80 BP, OxA-1665), 6410-6050 calBCE (7350±90 BP, OxA-2266), 6390-6030 calBCE (7330±90 BP, OxA-1667), 6590-6240 calBCE (7560±90 BP, OxA-1668), 6590-6240 calBCE (7560±90 BP, OxA-1669), 6360-6000 calBCE (7280±90 BP, OxA-2124), 6530-6210 calBCE (7510±90 BP, OxA-2125), 6850-6410 calBCE (7750±110 BP, OxA-1973), layer date]"	M / N	EEHG	Karelia_HG	Yes	"Karelia, Yuzhnyy Oleni Ostrov"	Russia	Forest / Steppe	61.65	35.65	M	U4a	0.136	146885	PASS	..	..	half	0	..	0	..	..	..		..
I0061	I0061	UzOO74	tooth	"S0230.L1,S0393.L1,S0670.L1"	1240K	no 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	8280	"6773-5886 BCE [other dates in the layer used in the Bayesian modeling analysis we used to obtain this range are (7280±80 BP, OxA-1665), 6410-6050 calBCE (7350±90 BP, OxA-2266), 6390-6030 calBCE (7330±90 BP, OxA-1667), 6590-6240 calBCE (7560±90 BP, OxA-1668), 6590-6240 calBCE (7560±90 BP, OxA-1669), 6360-6000 calBCE (7280±90 BP, OxA-2124), 6530-6210 calBCE (7510±90 BP, OxA-2125), 6850-6410 calBCE (7750±110 BP, OxA-1973), layer date]"	M / N	EEHG	Karelia_HG	Yes	"Karelia, Yuzhnyy Oleni Ostrov"	Russia	Forest / Steppe	61.65	35.65	M	C1	5.272	1025148	PASS (Xcontam=0.005)	..	..	"plus,plus,half"	0	..	0	..	..	..		..
Sidelkino.SG	Sidelkino	Sidelkino441	..	..	Shotgun	previously  published 14C date	DamgaardScience2018	n/a (previously reported)	11259	"9386-9231 calBCE (9836±48 BP, UBA-31465)"	M / N	Sidelkino_HG.SG	Sidelkino_HG.SG	Yes	Sidelkino	Russia	Forest / Steppe	54.53	51.11	F	U5a2	2.9	967604	PASS	n/a (female)	n/a (female)	minus	0	..	0	..	..	..		..
AfontovaGora3_d	AfontovaGora3	AfontovaGora3	tooth	L5121	1240K	previously  published 14C date	FuNature2016	n/a (previously reported)	17930	"16480-15480 calBCE (14710±60 BP, MAMS-27186)"	UP	ANE	AfontovaGora3	No	Afontova Gora	Russia	Forest / Steppe	56.016	92.866	F	R1b	0.17	265687	PASS	n/a (female)	n/a (female)	minus	0	..	0	..	..	..		..
MA1.SG	MA1	Malta1	bone (long bone)	..	Shotgun	previously  published 14C date	RaghavanNature2013	n/a (previously reported)	24305	"22570-22140 calBCE (20240±60 BP, UCIAMS-79666)"	UP	ANE	MA1_HG.SG	Yes	Mal'ta	Russia	Forest / Steppe	52.9	103.5	M	..	1.206	820035	PASS	..	..	minus	0	..	0	..	..	..		..
Kostenki14	Kostenki14	Kostenki14	bone (long bone)	"A5187,A5195,A5196,A5197,A5198,A5305"	1240K	previously  published 14C date	FuNature2016	n/a (previously reported)	37470	"36730-34310 calBCE (33250±500 BP, OxA-X-2395-15)"	UP	Kostenki14	Kostenki14	Yes	Kostenki	Russia	Forest / Steppe	51.23	39.3	M	..	16.136	1095867	PASS	..	..	half	0	..	0	..	..	..		..
Ust_Ishim_published.DG	Ust_Ishim	UstIshim	bone (long bone)	..	Shotgun.diploid	previously  published 14C date	FuNature2014	n/a (previously reported)	45020	"45530-40610 calBCE [46064-40920 calBCE (41400±1300 BP, OxA-25516), 46364-40844 calBCE (41400±1400 BP, OxA-30190)]"	UP	Ust_Ishim_HG_published.DG	Ust_Ishim_HG_published.DG	Yes	"Ust'-Ishim, Siberia"	Russia	Forest / Steppe	57.7	71.1	M	R*	42	1147829	PASS	..	..	half	0	..	0	..	..	..		..
S_Iranian-2.DG	iran11	iran11	n/a	S_Iranian-2	Shotgun.diploid	no 14C date	MallickNature2016	n/a (previously reported)	0	present	PD	Iranian.DG	Iranian.DG	Yes	Iran migrants sampled in Kuwait	Iran	Iran / Turan	35.585852	51.459961	M	..	45.78	1120230	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
S_Iranian-1.DG	iran17	iran17	n/a	S_Iranian-1	Shotgun.diploid	no 14C date	MallickNature2016	n/a (previously reported)	0	present	PD	Iranian.DG	Iranian.DG	Yes	Iran migrants sampled in Kuwait	Iran	Iran / Turan	35.585852	51.459961	M	..	38.65	1119186	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
