Sample_ID	Master ID	Skeletal code	Skeletal element	LibraryID(s)	Data type	14C date(s) that are newly published in this study	Study in which DNA was published	Associated authors if this is a newly reported sample	Average of 95.4% date range in calBP (defined as 1950 CE)  	"Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age B, Lab number) e.g. 5983-5747 calBCE (6980±50 B B, Beta-226472). (Format 2) Archaeological context date B, e.g. 2500-1700 BCE"	Period	Analysis label	Culture label	Passed all analysis filters	Location	Country	Deme	Lat.	Long.	Sex	mtDNA best (>2x)	Coverage at autosomal SNPs in the ~1.2 million target set	Number of the ~1.2 million SNPs hit (autosomes only)	Assessment of data quality (notes in parentheses)	X-contamination point estimate from ANGSD if male and ≥200 SNPs	X-contamination Z-score from ANGSD if male and ≥200 SNPs	UDG treatment (minus=untreated; half=treated except in last nucleotides; plus=treated over all nucleotides)	Number of new dates reported in this study	Get date?	Count of entries for samples with newly reported data	Missing archaeological description	Missing skeletal code(s)	Missing latitude / longitude	language	clinal status
Kyrgyz1.DG	Kyrgyz1	..	..	..	Shotgun.diploid	no 14C date	DamgaardScience2018	n/a (previously reported)	0	present	PD	Kyrgyz.DG	Kyrgyz.DG	Yes	..	..	Iran / Turan	..	..	U	..	..	1181829	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
Kyrgyz2.DG	Kyrgyz2	..	..	..	Shotgun.diploid	no 14C date	DamgaardScience2018	n/a (previously reported)	0	present	PD	Kyrgyz.DG	Kyrgyz.DG	Yes	..	..	Iran / Turan	..	..	U	..	..	1181603	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
Tadjik.SG	Tadjik	Tadjik	..	..	Shotgun	no 14C date	RaghavanNature2014	n/a (previously reported)	0	present	PD	Tadjik.SG	Tadjik.SG	Yes	..	Tajikistan	Iran / Turan	..	..	M	..	17.771	1175891	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
S_Tajik-1.DG	S_Tajik-1	S_Tajik-1	n/a	S_Tajik-1	Shotgun.diploid	no 14C date	MallickNature2016	n/a (previously reported)	0	present	PD	Tajik.DG	Tajik.DG	Yes	Shughnon District	Tajikistan	Iran / Turan	37.508135	71.567608	M	..	52.48	1119628	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
S_Tajik-2.DG	S_Tajik-2	S_Tajik-2	n/a	S_Tajik-2	Shotgun.diploid	no 14C date	MallickNature2016	n/a (previously reported)	0	present	PD	Tajik.DG	Tajik.DG	Yes	Shughnon District	Tajikistan	Iran / Turan	37.508135	71.567608	M	..	46.64	1119533	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
Tajiks1.DG	Tajiks1	..	..	..	Shotgun.diploid	no 14C date	DamgaardScience2018	n/a (previously reported)	0	present	PD	Tajiks.DG	Tajiks.DG	Yes	..	..	Iran / Turan	..	..	U	..	..	1181615	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
Tajiks2.DG	Tajiks2	..	..	..	Shotgun.diploid	no 14C date	DamgaardScience2018	n/a (previously reported)	0	present	PD	Tajiks.DG	Tajiks.DG	Yes	..	..	Iran / Turan	..	..	U	..	..	1181859	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
Tajiks3.DG	Tajiks3	..	..	..	Shotgun.diploid	no 14C date	DamgaardScience2018	n/a (previously reported)	0	present	PD	Tajiks.DG	Tajiks.DG	Yes	..	..	Iran / Turan	..	..	U	..	..	1181814	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
Turkmens1.DG	Turkmens1	..	..	..	Shotgun.diploid	no 14C date	DamgaardScience2018	n/a (previously reported)	0	present	PD	Turkmens.DG	Turkmens.DG	Yes	..	..	Iran / Turan	..	..	U	..	..	1181857	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
Turkmens2.DG	Turkmens2	..	..	..	Shotgun.diploid	no 14C date	DamgaardScience2018	n/a (previously reported)	0	present	PD	Turkmens.DG	Turkmens.DG	Yes	..	..	Iran / Turan	..	..	U	..	..	1181928	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
Uzbeks1.DG	Uzbeks1	..	..	..	Shotgun.diploid	no 14C date	DamgaardScience2018	n/a (previously reported)	0	present	PD	Uzbeks.DG	Uzbeks.DG	Yes	..	..	Iran / Turan	..	..	U	..	..	1181814	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
Uzbeks2.DG	Uzbeks2	..	..	..	Shotgun.diploid	no 14C date	DamgaardScience2018	n/a (previously reported)	0	present	PD	Uzbeks.DG	Uzbeks.DG	Yes	..	..	Iran / Turan	..	..	U	..	..	1181732	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
Uzbeks3.DG	Uzbeks3	..	..	..	Shotgun.diploid	no 14C date	DamgaardScience2018	n/a (previously reported)	0	present	PD	Uzbeks.DG	Uzbeks.DG	Yes	..	..	Iran / Turan	..	..	U	..	..	1181891	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
I1955	I1955	GD1/50	petrous	S1955.E1.L1	1240K	previously published 14C date	LazaridisNature2016	n/a (previously reported)	493	"1430-1485 calCE (330±30 BP, Beta-432801)"	H	Ganj_Dareh_H	Ganj_Dareh_H	Yes	Ganj Dareh	Iran	Iran / Turan	34.45	48.116	F	U1a1	4.231	783840	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I12293	I12293	"UfaNov17-052, Ksirov 1979, kurgan 8 (SE group), Ksirov III"	tooth	S12293.E1.L1	1240KplusV2	no 14C date	This study	"James Mallory, Nadezhda Dubova"	1745	30-380 CE	IA	Ksirov_H_Kushan	Ksirov_H_Kushan	Yes	Ksirov	Tajikistan	Iran / Turan	37.41563	68.17371	M	U2e1e	0.021724	25750	QUESTIONABLE (mtcontam=0.943)	..	..	half	0	..	1	Yes	..	..		..
I12294	I12294	"UfaNov17-054, Ksirov 1979, kurgan 9, Ksirov III"	tooth	S12294.E1.L1	1240KplusV2	no 14C date	This study	"James Mallory, Nadezhda Dubova"	1745	30-380 CE	IA	Ksirov_H_Kushan	Ksirov_H_Kushan	Yes	Ksirov	Tajikistan	Iran / Turan	37.41563	68.17371	M	H1	0.408975	375213	PASS	..	..	half	0	Try	1	Yes	..	..		..
I12292	I12292	"UfaNov17-047, Ksirov 1979, kurgan 25, Ksirov III"	tooth	S12292.E1.L1	1240KplusV2	no 14C date	This study	"James Mallory, Nadezhda Dubova"	1745	30-380 CE	IA	Ksirov_H_Kushan	Ksirov_H_Kushan	Yes	Ksirov	Tajikistan	Iran / Turan	37.41563	68.17371	M	U2e1e	0.831969	625181	PASS (mtcontam=0.962)	..	..	half	0	Try	1	Yes	..	..		..
I12260	I12260	"UfaNov17-049, Ksirov IV, tomb 26 Ksirov IV"	tooth	S12260.E1.L1	1240KplusV2	no 14C date	This study	"James Mallory, Nadezhda Dubova"	1745	30-380 CE	IA	Ksirov_H_Kushan_1d.rel.I12292	Ksirov_H_Kushan_1d.rel.I12292	No	Ksirov	Tajikistan	Iran / Turan	37.41563	68.17371	M	U2e1e	0.112875	126546	PASS	..	..	half	0	..	1	Yes	..	..		..
I12257	I12257	"UfaNov17-053, Ksirov 1984, kurgan 7, enclosure 3, Ksirov III"	tooth	S12257.E1.L1	1240KplusV2	no 14C date	This study	"James Mallory, Nadezhda Dubova"	1745	30-380 CE	IA	Ksirov_H_Kushan_LowCov	Ksirov_H_Kushan_LowCov	No	Ksirov	Tajikistan	Iran / Turan	37.41563	68.17371	M	J1b6	0.004229	5106	PASS	..	..	half	0	..	1	Yes	..	..		..
DA382_final.SG	DA382	"Excavation 1, burial 2, 6286-2"	petrous	..	Shotgun	previously  published 14C date	DamgaardScience2018	n/a (previously reported)	2806	"912-799 calBCE (2690±40 BP, UBA-33661)"	IA	Turkmenistan_IA.SG	Turkmenistan_IA.SG	Yes	Takhirbai 3	Turkmenistan	Iran / Turan	38.718548	61.692287	M	T2c1a	2.5	975763	PASS	..	..	minus	0	..	0	..	..	..		..
I2327	I2327	"FH8, K10 B1"	tooth (molar)	"S2327.E1.L2,S2327.E1.L3,S2327.E1.L4,S2327.E1.L5"	1240K	"1193-1019 calBCE (2910±20 BP, PSUAMS-4413)"	This study	Janet Monge	3056	"1193-1019 calBCE (2910±20 BP, PSUAMS-4413)"	IA	Hajji_Firuz_IA	Hajji_Firuz_IA	Yes	Hajji Firuz	Iran	Iran / Turan	36.9944	45.4744	M	K1a17a	0.641309	487276	PASS	..	..	"half,half,half,half"	1	..	1	..	..	..		..
I6668	I6668	"StPet24, site II, grave 265, Museum ID 7651-136 "	petrous	S6668.E1.L1	1240K	no 14C date	This study	"Vyacheslav Moiseyev, Andrey Gromov"	3250	1600-1000 BCE	BA	BMAC	Parkhai_LBA	Yes	Parkhai II	Turkmenistan	Iran / Turan	38.348048	56.24543	F	H29a	2.461807	821527	PASS	n/a (female)	n/a (female)	half	0	Priority (but failed attempt at PSU)	1	..	..	..		..
I6675	I6675	"StPet34, grave 16, Museum ID 7651-153 "	petrous	S6675.E1.L1	1240K	no 14C date	This study	"Vyacheslav Moiseyev, Andrey Gromov"	3250	1600-1000 BCE	BA	BMAC	Sumbar_LBA	Yes	Sumbar	Turkmenistan	Iran / Turan	37.9316	58.432537	M	W3b	0.985655	658949	PASS	..	..	half	0	Priority (but failed attempt at PSU)	1	..	..	..		..
I5605	I5605	"UZ-BST-010, Site 7, Grave 84, 56-62 "	petrous	S5605.E1.L1	1240K	no 14C date	This study	Michael Frachetti	3400	1600-1300 BCE	BA	BMAC	Bustan_BA	Yes	Bustan	Uzbekistan	Iran / Turan	37.66666667	67	F	W6	0.263	254447	PASS	n/a (female)	n/a (female)	half	0	..	1	..	..	..		..
I11026	I11026	"UZ-BST-008, Site 7, Grave 84 (2), 58-20, "	petrous	S11026.E1.L1	1240Kplus	no 14C date	This study	Michael Frachetti	3400	1600-1300 BCE	BA	BMAC	Bustan_BA	Yes	Bustan	Uzbekistan	Iran / Turan	37.66666667	67	F	U7a	0.32537	290796	PASS	n/a (female)	n/a (female)	half	0	..	1	..	..	..		..
I11519	I11519	"UZ-BST-013, Site 4, Grave 20 "	petrous	S11519.E1.L1	1240Kplus	no 14C date	This study	Michael Frachetti	3400	1600-1300 BCE	BA	BMAC	Bustan_BA	Yes	Bustan	Uzbekistan	Iran / Turan	37.66666667	67	F	J1b1b1	0.07936	86645	PASS	n/a (female)	n/a (female)	half	0	..	1	..	..	..		..
I11025	I11025	"UZ-BST-001, Site 4, Grave 37"	petrous	S11025.E1.L1	1240Kplus	no 14C date	This study	Michael Frachetti	3400	1600-1300 BCE	BA	BMAC	Bustan_BA	Yes	Bustan	Uzbekistan	Iran / Turan	37.66666667	67	F	N1b1a	0.023062	26490	QUESTIONABLE (mtcontam=0.919)	n/a (female)	n/a (female)	half	0	..	1	..	..	..		..
I11027	I11027	"UZ-BST-002, Site 7, Grave 33 (2), 44-92 "	petrous	S11027.E1.L1	1240Kplus	no 14C date	This study	Michael Frachetti	3400	1600-1300 BCE	BA	BMAC	Bustan_BA	Yes	Bustan	Uzbekistan	Iran / Turan	37.66666667	67	M	T2c	2.414842	757100	PASS (Xcontam=0.006)	..	..	half	0	Try	1	..	..	..		..
I4156	I4156	"UZ-BST-004, Site 7, Grave 33 (1), 44-91 "	petrous	S4156.E1.L1	1240K	no 14C date	This study	Michael Frachetti	3400	1600-1300 BCE	BA	BMAC	Bustan_BA	Yes	Bustan	Uzbekistan	Iran / Turan	37.66666667	67	M	H2a2a	0.02	24080	PASS	..	..	half	0	..	1	..	..	..		..
I4157	I4157	"UZ-BST-005, Site 7, Grave 60, 56-63 "	petrous	S4157.E1.L1	1240K	no 14C date	This study	Michael Frachetti	3400	1600-1300 BCE	BA	BMAC	Bustan_BA	Yes	Bustan	Uzbekistan	Iran / Turan	37.66666667	67	M	T1	0.293322	281113	PASS	..	..	half	0	..	1	..	..	..		..
I4159	I4159	"UZ-BST-007, Site 4, Grave 12 "	petrous	S4159.E1.L1	1240K	no 14C date	This study	Michael Frachetti	3400	1600-1300 BCE	BA	BMAC	Bustan_BA	Yes	Bustan	Uzbekistan	Iran / Turan	37.66666667	67	M	R0	0.265	242409	PASS	..	..	half	0	..	1	..	..	..		..
I4899	I4899	"UZ-BST-014, Site 5, Grave 11 "	petrous	S4899.E1.L1	1240K	no 14C date	This study	Michael Frachetti	3400	1600-1300 BCE	BA	BMAC	Bustan_BA	Yes	Bustan	Uzbekistan	Iran / Turan	37.66666667	67	M	HV	0.069	77841	QUESTIONABLE	..	..	half	0	..	1	..	..	..		..
I4158	I4158	"UZ-BST-006, Site 5, Grave 4, 57-28 "	petrous	S4158.E1.L1	1240K	no 14C date	This study	Michael Frachetti	3400	1600-1300 BCE	BA	BMAC_o_LowCov	Bustan_BA_o_LowCov	No	Bustan	Uzbekistan	Iran / Turan	37.66666667	67	M	H2	0.008995	10710	QUESTIONABLE	..	..	half	0	..	1	..	..	..		..
I11521	I11521	"UZ-BST-012, Site 4, Grave 41, 57-29 "	petrous	S11521.E1.L1	1240Kplus	no 14C date	This study	Michael Frachetti	3400	1600-1300 BCE	BA	Bustan_BA_o1	Bustan_BA_o1	Yes	Bustan	Uzbekistan	Iran / Turan	37.66666667	67	F	R1b1	1.541477	683196	PASS	n/a (female)	n/a (female)	half	0	Priority (but failed attempt at PSU)	1	..	..	..		..
I6667	I6667	"StPet23, site I, grave 28, Museum ID 7651-1 "	petrous	S6667.E1.L1	1240K	"1497-1413 calBCE (3170±20 BP, PSUAMS-2998)"	This study	"Vyacheslav Moiseyev, Andrey Gromov"	3405	"1497-1413 calBCE (3170±20 BP, PSUAMS-2998)"	BA	Parkhai_LBA_o	Parkhai_LBA_o	Yes	Parkhai I	Turkmenistan	Iran / Turan	38.348048	56.24543	F	HV2a	2.499934	811059	PASS	n/a (female)	n/a (female)	half	1	..	1	..	..	..		..
I4313	I4313	"UZ-JAR-005 , Jarkutan  4a-86, Grave 106, 44-20 "	petrous	S4313.E1.L1	1240K	"1513-1431 calBCE (3210±20 BP, PSUAMS-2517)"	This study	Michael Frachetti	3422	"1513-1431 calBCE (3210±20 BP, PSUAMS-2517)"	BA	BMAC	Dzharkutan1_BA	Yes	Dzharkutan	Uzbekistan	Iran / Turan	37.75	67	F	U3a'c	3.556	747332	PASS	n/a (female)	n/a (female)	half	1	..	1	..	..	..		..
I4163	I4163	"UZ-JAR-011, Jarkutan 4a 1975, Grave 211 "	petrous	S4163.E1.L1	1240K	"1611-1453 calBCE (3250±25 BP, PSUAMS-2112)"	This study	Michael Frachetti	3482	"1611-1453 calBCE (3250±25 BP, PSUAMS-2112)"	BA	BMAC	Dzharkutan1_BA	Yes	Dzharkutan	Uzbekistan	Iran / Turan	37.75	67	F	J1b	0.9	571489	PASS	n/a (female)	n/a (female)	half	1	..	1	..	..	..		..
I4315	I4315	"UZ-JAR-004, Jarkutan  4b-85, Grave 60 "	petrous	S4315.E1.L1	1240K	"1609-1465 calBCE (3255±15 BP, PSUAMS-2518)"	This study	Michael Frachetti	3487	"1609-1465 calBCE (3255±15 BP, PSUAMS-2518)"	BA	BMAC	Dzharkutan1_BA	Yes	Dzharkutan	Uzbekistan	Iran / Turan	37.75	67	M	R2+13500+195	3.011	732399	PASS	..	..	half	1	..	1	..	..	..		..
I11520	I11520	"UZ-BST-015, Site 4, Grave 4, 57-27 "	petrous	S11520.E1.L1	1240Kplus	"1613-1509 calBCE (3280±20 BP, PSUAMS-4605)"	This study	Michael Frachetti	3511	"1613-1509 calBCE (3280±20 BP, PSUAMS-4605)"	BA	Bustan_BA_o2	Bustan_BA_o2	Yes	Bustan	Uzbekistan	Iran / Turan	37.66666667	67	M	HV2a2	3.64891	783715	PASS (Xcontam=0.004)	..	..	half	1	..	1	..	..	..		..
I7411	I7411	"UZ-JAR-007, Jarkutan  4a 1976, Grave 384 "	petrous	S7411.E1.L1	1240K	"1686-1534 calBCE (3335±20 BP, PSUAMS-3227)"	This study	Michael Frachetti	3560	"1686-1534 calBCE (3335±20 BP, PSUAMS-3227)"	BA	BMAC	Dzharkutan1_BA	Yes	Dzharkutan	Uzbekistan	Iran / Turan	37.75	67	F	T2c1a	1.253612	719490	PASS	n/a (female)	n/a (female)	half	1	..	1	..	..	..		..
I4312	I4312	"UZ-JAR-001, Jarkutan  4a 1976, Grave 401 "	petrous	S4312.E1.L1	1240K	"1736-1621 calBCE (3370±20 BP, PSUAMS-2516)"	This study	Michael Frachetti	3629	"1736-1621 calBCE (3370±20 BP, PSUAMS-2516)"	BA	BMAC	Dzharkutan1_BA	Yes	Dzharkutan	Uzbekistan	Iran / Turan	37.75	67	F	HV2a	1.89	662617	PASS	n/a (female)	n/a (female)	half	1	..	1	..	..	..		..
I7412	I7412	"UZ-JAR-018, Jarkutan 4a 1977, Grave 673, 57-25 "	petrous	S7412.E1.L1	1240K	"1749-1642 calBCE (3405±20 BP, PSUAMS-3228)"	This study	Michael Frachetti	3646	"1749-1642 calBCE (3405±20 BP, PSUAMS-3228)"	BA	BMAC	Dzharkutan1_BA	Yes	Dzharkutan	Uzbekistan	Iran / Turan	37.75	67	F	H+16311	1.095567	654512	PASS	n/a (female)	n/a (female)	half	1	..	1	..	..	..		..
I4285	I4285	"UZ-ST-003, Sappali Tepe (ST) 1971, 38, Grave 00-95"	petrous	S4285.E1.L1	1240K	"1873-1661 calBCE (3430±25 BP, PSUAMS-2536)"	This study	Michael Frachetti	3717	"1873-1661 calBCE (3430±25 BP, PSUAMS-2536)"	BA	BMAC	Sappali_Tepe_BA	Yes	Sappali Tepe	Uzbekistan	Iran / Turan	37.41666667	66.83333333	M	U7a3a	0.341	316114	PASS	..	..	half	1	..	1	..	..	..		..
I5604	I5604	"UZ-BST-011, Site 4, Grave 26, 57-030 "	petrous	S5604.E1.L1	1240K	"1880-1697 calBCE (3465±20 BP, PSUAMS-2774)"	This study	Michael Frachetti	3739	"1880-1697 calBCE (3465±20 BP, PSUAMS-2774)"	BA	BMAC	Bustan_BA	Yes	Bustan	Uzbekistan	Iran / Turan	37.66666667	67	M	K1a1	1.582	777954	PASS (Xcontam=0.011)	..	..	half	1	..	1	..	..	..		..
I7419	I7419	"UZ-ST-001, Sappali Tepe (ST), Grave 00-56"	petrous	S7419.E1.L1	1240K	"1881-1701 calBCE (3475±20 BP, PSUAMS-3229)"	This study	Michael Frachetti	3741	"1881-1701 calBCE (3475±20 BP, PSUAMS-3229)"	BA	BMAC	Sappali_Tepe_BA	Yes	Sappali Tepe	Uzbekistan	Iran / Turan	37.41666667	66.83333333	M	J1b	2.631643	873180	PASS (Xcontam=0.005)	..	..	half	1	..	1	..	..	..		..
I4314	I4314	"UZ-JAR-003, Jarkutan  4b-137, 44-24 "	petrous	S4314.E1.L1	1240K	"1885-1701 calBCE (3480±25 BP, PSUAMS-2800)"	This study	Michael Frachetti	3743	"1885-1701 calBCE (3480±25 BP, PSUAMS-2800)"	BA	BMAC_LowCov	Dzharkutan1_BA_LowCov	No	Dzharkutan	Uzbekistan	Iran / Turan	37.75	67	F	..	0.004	4451	QUESTIONABLE (2500-5000 SNPs)	n/a (female)	n/a (female)	half	1	..	1	..	..	..		..
I10410	I10410	UfaNov17-017 3734	tooth	S10410.E1.L2	1240Kplus	no 14C date	This study	"James Mallory, Nadezhda Dubova"	3750	1900-1700 BCE	BA	BMAC	Gonur1_BA	Yes	Gonur	Turkmenistan	Iran / Turan	38.1907	62.0343	F	T2c1a	0.256483	249248	PASS	n/a (female)	n/a (female)	half	0	..	1	..	..	..		..
I4288	I4288	"UZ-ST-015, Sappali Tepe (ST), Grave 00-75 "	petrous	S4288.E1.L1	1240K	no 14C date	This study	Michael Frachetti	3750	2000-1600 BCE	BA	BMAC	Sappali_Tepe_BA	Yes	Sappali Tepe	Uzbekistan	Iran / Turan	37.41666667	66.83333333	F	W	0.545	437892	PASS	n/a (female)	n/a (female)	half	0	..	1	..	..	..		..
I7420	I7420	"UZ-ST-012, Sappali Tepe (ST), Grave 00-61 "	petrous	S7420.E1.L1	1240K	no 14C date	This study	Michael Frachetti	3750	2000-1600 BCE	BA	BMAC	Sappali_Tepe_BA	Yes	Sappali Tepe	Uzbekistan	Iran / Turan	37.41666667	66.83333333	M	W3a1	2.189652	899293	PASS	..	..	half	0	..	1	..	..	..		..
I7493	I7493	"UZ-ST-010, Sappali Tepe (ST) 1975, 6, Grave 02-05 "	petrous	S7493.E1.L1	1240K	no 14C date	This study	Michael Frachetti	3750	2000-1600 BCE	BA	BMAC_o2	Sappali_Tepe_BA_o	Yes	Sappali Tepe	Uzbekistan	Iran / Turan	37.41666667	66.83333333	M	U2e2a1d	0.361499	337508	PASS	..	..	half	0	..	1	..	..	..		..
I7542	I7542	"UZ-ST-014, Sappali Tepe (ST), Grave 00-59 "	petrous	S7542.E1.L1	1240K	"1885-1752 calBCE (3495±20 BP, PSUAMS-3231)"	This study	Michael Frachetti	3769	"1885-1752 calBCE (3495±20 BP, PSUAMS-3231)"	BA	BMAC	Sappali_Tepe_BA	Yes	Sappali Tepe	Uzbekistan	Iran / Turan	37.41666667	66.83333333	F	HV13b	0.668442	476130	PASS	n/a (female)	n/a (female)	half	1	..	1	..	..	..		..
I4286	I4286	"UZ-ST-005, Sappali Tepe (ST), Grave 00-102"	petrous	S4286.E1.L1	1240K	"1886-1756 calBCE (3500±20 BP, PSUAMS-2165)"	This study	Michael Frachetti	3771	"1886-1756 calBCE (3500±20 BP, PSUAMS-2165)"	BA	BMAC	Sappali_Tepe_BA	Yes	Sappali Tepe	Uzbekistan	Iran / Turan	37.41666667	66.83333333	F	I1c	2.134	730935	PASS	n/a (female)	n/a (female)	half	1	..	1	..	..	..		..
I4289	I4289	"UZ-ST-016, Sappali Tepe (ST), Grave 00-57 "	petrous	S4289.E1.L1	1240K	"1931-1767 calBCE (3525±25 BP, PSUAMS-2125)"	This study	Michael Frachetti	3799	"1931-1767 calBCE (3525±25 BP, PSUAMS-2125)"	BA	BMAC	Sappali_Tepe_BA	Yes	Sappali Tepe	Uzbekistan	Iran / Turan	37.41666667	66.83333333	F	U1a2	1.529	661883	PASS	n/a (female)	n/a (female)	half	1	..	1	..	..	..		..
I7421	I7421	"UZ-ST-002, Sappali Tepe (ST), Grave 00-91 "	petrous	S7421.E1.L1	1240K	"1931-1767 calBCE (3525±25 BP, PSUAMS-3120)"	This study	Michael Frachetti	3799	"1931-1767 calBCE (3525±25 BP, PSUAMS-3120)"	BA	BMAC	Sappali_Tepe_BA	Yes	Sappali Tepe	Uzbekistan	Iran / Turan	37.41666667	66.83333333	M	J1b1b1	1.850347	865688	PASS (Xcontam=0.007)	..	..	half	1	..	1	..	..	..		..
I12255	I12255	UfaNov17-015 3385	tooth	S12255.E1.L1	1240KplusV2	no 14C date	This study	"James Mallory, Nadezhda Dubova"	3800	2000-1700 BCE	BA	BMAC_LowCov	Gonur1_BA_LowCov	No	Gonur	Turkmenistan	Iran / Turan	38.21228	62.03443	F	..	0.002419	2869	QUESTIONABLE (2500.to.5000.SNPs)	n/a (sex unknown)	n/a (sex unknown)	half	0	..	1	..	..	..		..
I7416	I7416	"UZ-ST-009, Sappali Tepe (ST), Grave 00-112 "	petrous	S7416.E1.L1	1240K	"1948-1777 calBCE (3545±20 BP, PSUAMS-3117)"	This study	Michael Frachetti	3813	"1948-1777 calBCE (3545±20 BP, PSUAMS-3117)"	BA	BMAC	Sappali_Tepe_BA	Yes	Sappali Tepe	Uzbekistan	Iran / Turan	37.41666667	66.83333333	F	U1a2	2.981067	892482	PASS	n/a (female)	n/a (female)	half	1	..	1	..	..	..		..
I7492	I7492	"UZ-ST-008, Sappali Tepe (ST) 1971, 33, Grave 00-78 "	petrous	S7492.E1.L1	1240K	"1971-1782 calBCE (3560±20 BP, PSUAMS-3121)"	This study	Michael Frachetti	3827	"1971-1782 calBCE (3560±20 BP, PSUAMS-3121)"	BA	BMAC	Sappali_Tepe_BA	Yes	Sappali Tepe	Uzbekistan	Iran / Turan	37.41666667	66.83333333	M	K1a	2.904231	913041	PASS	..	..	half	1	..	1	..	..	..		..
I7495	I7495	"UZ-ST-004, Sappali Tepe (ST), 71, 41, Grave 00-118 "	petrous	S7495.E1.L1	1240K	"1971-1782 calBCE (3560±20 BP, PSUAMS-3122)"	This study	Michael Frachetti	3827	"1971-1782 calBCE (3560±20 BP, PSUAMS-3122)"	BA	BMAC2	Sappali_Tepe2_BA	Yes	Sappali Tepe	Uzbekistan	Iran / Turan	37.41666667	66.83333333	F	H2a	1.977855	813406	PASS	n/a (female)	n/a (female)	half	1	..	1	..	..	..		..
I1781	I1781	Gonur 2003 tomb 3012 sample 1	tooth	"S1781.E1.L1,S1781.E1.L2,S1781.E1.L3"	1240K	"2009-1772 calBCE (3550±30 BP, PSUAMS-2065)"	This study	"James Mallory, Nadezhda Dubova"	3841	"2009-1772 calBCE (3550±30 BP, PSUAMS-2065)"	BA	BMAC	Gonur1_BA	Yes	Gonur	Turkmenistan	Iran / Turan	38.1907	62.0343	M	..	0.345139	312044	PASS	..	..	"half,half,half"	1	..	1	..	..	..		..
I11040	I11040	UfaNov17-002 3699	tooth	S11040.E1.L1	1240Kplus	no 14C date	This study	"James Mallory, Nadezhda Dubova"	3850	2000-1800 BCE	BA	BMAC_LowCov	Gonur1_BA_LowCov	No	Gonur	Turkmenistan	Iran / Turan	38.1907	62.0343	F	W	0.002689	3175	"QUESTIONABLE (2500.to.5000.SNPs, mtcontam=0.971)"	n/a (female)	n/a (female)	half	0	..	1	..	..	..		..
I7494	I7494	"UZ-ST-006, Sappali Tepe (ST), 71, 8, zn2, Grave 00-149 "	petrous	S7494.E1.L1	1240K	"2010-1883 calBCE (3575±20 BP, PSUAMS-3230)"	This study	Michael Frachetti	3897	"2010-1883 calBCE (3575±20 BP, PSUAMS-3230)"	BA	BMAC2	Sappali_Tepe2_BA	Yes	Sappali Tepe	Uzbekistan	Iran / Turan	37.41666667	66.83333333	M	HV20	1.303608	740205	PASS (Xcontam=0.008)	..	..	half	1	..	1	..	..	..		..
I2085	I2085	Gonur 2004 Area 8 cist 3201 N28m	bone	"S2085.E1.L1,S2085.E1.L2,S2085.E1.L3"	1240K	"2011-1886 calBCE (3580±20 BP, PSUAMS-2313)"	This study	"James Mallory, Nadezhda Dubova"	3899	"2011-1886 calBCE (3580±20 BP, PSUAMS-2313)"	BA	BMAC	Gonur1_BA	Yes	Gonur	Turkmenistan	Iran / Turan	38.1907	62.0343	M	..	0.130472	141334	PASS (mtcontam=0.978-0.999)	..	..	"half,half,half"	1	..	1	..	..	..		..
I4161	I4161	"UZ-JAR-008, Jarkutan 4a 1975, Grave 206 "	petrous	S4161.E1.L1	1240K	no 14C date	This study	Michael Frachetti	3900	2100-1800 BCE	BA	BMAC	Dzharkutan1_BA	Yes	Dzharkutan	Uzbekistan	Iran / Turan	37.75	67	F	H+16311	1.608	712798	PASS	n/a (female)	n/a (female)	half	0	..	1	..	..	..		..
I4901	I4901	"UZ-JAR-021, Jarkutan, XG-1980, Catacomb N. 6, 56-95 "	petrous	S4901.E1.L1	1240K	no 14C date	This study	Michael Frachetti	3900	2100-1800 BCE	BA	BMAC_o2	Dzharkutan2_BA	Yes	Dzharkutan	Uzbekistan	Iran / Turan	37.75	67	F	U5a2+16294	3.547	777383	PASS	n/a (female)	n/a (female)	half	0	Priority (but nothing left in lab)	1	..	..	..		..
