Sample_ID	Component	Value	K
I6195	V2	0.688568	8
I6195	V3	0.166574	8
I6195	V4	1.00E-05	8
I6195	V5	0.008934	8
I6195	V6	0.098219	8
I6195	V7	0.021091	8
I6195	V8	1.00E-05	8
I6195	V1	0.024428	9
I6195	V2	0.156951	9
I6195	V3	0.689955	9
I6195	V4	0.023192	9
I6195	V5	0.01649	9
I6195	V6	1.00E-05	9
I6195	V7	0.088953	9
I6195	V8	1.00E-05	9
I6195	V9	1.00E-05	9
I6197	V1	1	1
I6197	V1	0.082528	2
I6197	V2	0.917472	2
I6197	V1	0.352441	3
I6197	V2	0.591838	3
I6197	V3	0.055721	3
I6197	V1	0.712245	4
I6197	V2	0.189209	4
I6197	V3	0.055004	4
I6197	V4	0.043543	4
I6197	V1	0.035163	5
I6197	V2	0.100418	5
I6197	V3	0.116221	5
I6197	V4	0.045849	5
I6197	V5	0.70235	5
I6197	V1	0.081086	6
I6197	V2	1.00E-05	6
I6197	V3	0.69248	6
I6197	V4	0.023641	6
I6197	V5	0.170157	6
I6197	V6	0.032627	6
I6197	V1	0.018545	7
I6197	V2	1.00E-05	7
I6197	V3	0.006189	7
I6197	V4	0.165071	7
I6197	V5	1.00E-05	7
I6197	V6	0.113418	7
I6197	V7	0.696757	7
I6197	V1	6.70E-05	8
I6197	V2	0.689594	8
I6197	V3	0.166557	8
I6197	V4	0.017799	8
I6197	V5	0.012166	8
I6197	V6	0.113796	8
I6197	V7	1.00E-05	8
I6197	V8	1.00E-05	8
I6197	V1	0.012002	9
I6197	V2	0.156162	9
I6197	V3	0.679622	9
I6197	V4	1.00E-05	9
I6197	V5	1.00E-05	9
I6197	V6	0.019914	9
I6197	V7	0.132261	9
I6197	V8	1.00E-05	9
I6197	V9	1.00E-05	9
I6198	V1	1	1
I6198	V1	0.064776	2
I6198	V2	0.935224	2
I6198	V1	0.355301	3
I6198	V2	0.607143	3
I6198	V3	0.037556	3
I6198	V1	0.7011	4
I6198	V2	0.213321	4
I6198	V3	0.027676	4
I6198	V4	0.057903	4
I6198	V1	0.04958	5
I6198	V2	0.110579	5
I6198	V3	0.127874	5
I6198	V4	0.018414	5
I6198	V5	0.693553	5
I6198	V1	0.088777	6
I6198	V2	1.00E-05	6
I6198	V3	0.717017	6
I6198	V4	1.00E-05	6
I6198	V5	0.149	6
I6198	V6	0.045186	6
I6198	V1	1.00E-05	7
I6198	V2	0.025712	7
I6198	V3	0.039395	7
I6198	V4	0.152465	7
I6198	V5	1.00E-05	7
I6198	V6	0.077046	7
I6198	V7	0.705362	7
I6198	V1	0.02611	8
I6198	V2	0.698492	8
I6198	V3	0.153322	8
I6198	V4	1.00E-05	8
I6198	V5	0.043905	8
I6198	V6	0.07814	8
I6198	V7	1.00E-05	8
I6198	V8	1.00E-05	8
I6198	V1	0.030089	9
I6198	V2	0.148338	9
I6198	V3	0.692194	9
I6198	V4	1.00E-05	9
I6198	V5	1.00E-05	9
I6198	V6	1.00E-05	9
I6198	V7	0.110234	9
I6198	V8	1.00E-05	9
I6198	V9	0.019105	9
I6217	V1	1	1
I6217	V1	0.144827	2
I6217	V2	0.855173	2
I6217	V1	0.532062	3
I6217	V2	0.401855	3
I6217	V3	0.066082	3
I6217	V1	0.607558	4
I6217	V2	0.055999	4
I6217	V3	0.054377	4
I6217	V4	0.282066	4
I6217	V1	0.270162	5
I6217	V2	0.085772	5
I6217	V3	1.00E-05	5
I6217	V4	0.039841	5
I6217	V5	0.604215	5
I6217	V1	0.068076	6
I6217	V2	1.70E-05	6
I6217	V3	1.00E-05	6
I6217	V4	0.0501	6
I6217	V5	0.623688	6
I6217	V6	0.258109	6
I6217	V1	0.04821	7
I6217	V2	0.263324	7
I6217	V3	0.080326	7
I6217	V4	0.60811	7
I6217	V5	1.00E-05	7
I6217	V6	1.00E-05	7
I6217	V7	1.00E-05	7
I6217	V1	0.264514	8
I6217	V2	1.00E-05	8
I6217	V3	0.604531	8
I6217	V4	0.049211	8
I6217	V5	0.081704	8
I6217	V6	1.00E-05	8
I6217	V7	1.00E-05	8
I6217	V8	1.00E-05	8
I6217	V1	0.262072	9
I6217	V2	0.580656	9
I6217	V3	1.00E-05	9
I6217	V4	1.00E-05	9
I6217	V5	1.00E-05	9
I6217	V6	0.032224	9
I6217	V7	0.073101	9
I6217	V8	1.00E-05	9
I6217	V9	0.051907	9
I6218	V1	1	1
I6218	V1	0.028171	2
I6218	V2	0.971829	2
I6218	V1	0.557082	3
I6218	V2	0.442908	3
I6218	V3	1.00E-05	3
I6218	V1	0.829985	4
I6218	V2	1.00E-05	4
I6218	V3	0.00093	4
I6218	V4	0.169075	4
I6218	V1	0.172895	5
I6218	V2	1.00E-05	5
I6218	V3	0.005742	5
I6218	V4	0.011888	5
I6218	V5	0.809465	5
I6218	V1	1.00E-05	6
I6218	V2	1.00E-05	6
I6218	V3	0.058717	6
I6218	V4	0.011321	6
I6218	V5	0.795552	6
I6218	V6	0.13439	6
I6218	V1	0.008824	7
I6218	V2	0.149977	7
I6218	V3	1.00E-05	7
I6218	V4	0.769226	7
I6218	V5	1.00E-05	7
I6218	V6	1.00E-05	7
I6218	V7	0.071943	7
I6218	V1	0.15072	8
I6218	V2	0.079913	8
I6218	V3	0.760448	8
I6218	V4	0.008879	8
I6218	V5	1.00E-05	8
I6218	V6	1.00E-05	8
I6218	V7	1.00E-05	8
I6218	V8	1.00E-05	8
I6218	V1	0.159071	9
I6218	V2	0.760227	9
I6218	V3	0.076102	9
I6218	V4	1.00E-05	9
I6218	V5	1.00E-05	9
I6218	V6	0.00455	9
I6218	V7	1.00E-05	9
I6218	V8	1.00E-05	9
I6218	V9	1.00E-05	9
I6292	V1	1	1
I6292	V1	0.083445	2
I6292	V2	0.916555	2
I6292	V1	0.32844	3
I6292	V2	0.611095	3
I6292	V3	0.060465	3
I6292	V1	0.654139	4
I6292	V2	0.251703	4
I6292	V3	0.038203	4
I6292	V4	0.055955	4
I6292	V1	0.04413	5
I6292	V2	0.157423	5
I6292	V3	0.133788	5
I6292	V4	0.019501	5
I6292	V5	0.645158	5
I6292	V1	0.136306	6
I6292	V2	0.006257	6
I6292	V3	0.697035	6
I6292	V4	1.00E-05	6
I6292	V5	0.120689	6
I6292	V6	0.039702	6
I6292	V1	1.00E-05	7
I6292	V2	1.00E-05	7
I6292	V3	0.050246	7
I6292	V4	0.123299	7
I6292	V5	0.003399	7
I6292	V6	0.134751	7
I6292	V7	0.688285	7
I6292	V1	1.00E-05	8
I6292	V2	0.676207	8
I6292	V3	0.126287	8
I6292	V4	1.00E-05	8
I6292	V5	0.048562	8
I6292	V6	0.140117	8
I6292	V7	0.008798	8
I6292	V8	1.00E-05	8
I6292	V1	1.00E-05	9
I6292	V2	0.129207	9
I6292	V3	0.66354	9
I6292	V4	0.086455	9
I6292	V5	0.004145	9
I6292	V6	1.00E-05	9
I6292	V7	0.074766	9
I6292	V8	1.00E-05	9
I6292	V9	0.041858	9
I6294	V1	1	1
I6294	V1	0.398753	2
I6294	V2	0.601247	2
I6294	V1	0.200139	3
I6294	V2	0.420071	3
I6294	V3	0.379791	3
I6294	V1	0.112594	4
I6294	V2	0.452316	4
I6294	V3	0.217162	4
I6294	V4	0.217928	4
I6294	V1	0.151075	5
I6294	V2	0.699942	5
I6294	V3	1.00E-05	5
I6294	V4	0.064181	5
I6294	V5	0.084793	5
I6294	V1	0.680323	6
I6294	V2	1.00E-05	6
I6294	V3	1.00E-05	6
I6294	V4	0.068036	6
I6294	V5	0.11447	6
I6294	V6	0.137151	6
I6294	V1	0.015731	7
I6294	V2	1.00E-05	7
I6294	V3	0.175063	7
I6294	V4	0.063267	7
I6294	V5	1.00E-05	7
I6294	V6	0.745908	7
I6294	V7	1.00E-05	7
I6294	V1	1.00E-05	8
I6294	V2	1.00E-05	8
I6294	V3	0.057935	8
I6294	V4	0.01524	8
I6294	V5	0.17893	8
I6294	V6	0.747854	8
I6294	V7	1.00E-05	8
I6294	V8	1.00E-05	8
I6294	V1	1.00E-05	9
I6294	V2	1.00E-05	9
I6294	V3	1.00E-05	9
I6294	V4	1.00E-05	9
I6294	V5	1.00E-05	9
I6294	V6	0.014734	9
I6294	V7	0.985196	9
I6294	V8	1.00E-05	9
I6294	V9	1.00E-05	9
I6310	V1	1	1
I6310	V1	0.051129	2
I6310	V2	0.948871	2
I6310	V1	0.50884	3
I6310	V2	0.49115	3
I6310	V3	1.00E-05	3
I6310	V1	0.718815	4
I6310	V2	0.087885	4
I6310	V3	1.00E-05	4
I6310	V4	0.19329	4
I6310	V1	0.158842	5
I6310	V2	0.104736	5
I6310	V3	1.00E-05	5
I6310	V4	1.00E-05	5
I6310	V5	0.736403	5
I6310	V1	0.110862	6
I6310	V2	1.00E-05	6
I6310	V3	0.069695	6
I6310	V4	1.00E-05	6
I6310	V5	0.659005	6
I6310	V6	0.160418	6
I6310	V1	1.00E-05	7
I6310	V2	0.097798	7
I6310	V3	1.00E-05	7
I6310	V4	0.667498	7
I6310	V5	1.00E-05	7
I6310	V6	0.171312	7
I6310	V7	0.063362	7
I6310	V1	0.096959	8
I6310	V2	0.038753	8
I6310	V3	0.67675	8
I6310	V4	1.00E-05	8
I6310	V5	1.00E-05	8
I6310	V6	0.160331	8
I6310	V7	1.00E-05	8
I6310	V8	0.027176	8
I6310	V1	0.059279	9
I6310	V2	0.62153	9
I6310	V3	0.07285	9
I6310	V4	0.137774	9
I6310	V5	1.00E-05	9
I6310	V6	1.00E-05	9
I6310	V7	0.032933	9
I6310	V8	0.075604	9
I6310	V9	1.00E-05	9
I6312	V1	1	1
I6312	V1	1.00E-05	2
I6312	V2	0.99999	2
I6312	V1	0.475504	3
I6312	V2	0.524486	3
I6312	V3	1.00E-05	3
I6312	V1	0.850652	4
I6312	V2	0.049163	4
I6312	V3	1.00E-05	4
I6312	V4	0.100175	4
I6312	V1	0.082034	5
I6312	V2	0.027837	5
I6312	V3	0.027153	5
I6312	V4	1.00E-05	5
I6312	V5	0.862967	5
I6312	V1	0.003402	6
I6312	V2	0.047412	6
I6312	V3	1.00E-05	6
I6312	V4	1.00E-05	6
I6312	V5	0.927633	6
I6312	V6	0.021534	6
I6312	V1	1.00E-05	7
I6312	V2	0.017173	7
I6312	V3	0.021013	7
I6312	V4	0.911019	7
I6312	V5	0.050764	7
I6312	V6	1.00E-05	7
I6312	V7	1.00E-05	7
I6312	V1	0.017872	8
I6312	V2	1.00E-05	8
I6312	V3	0.895964	8
I6312	V4	1.00E-05	8
I6312	V5	1.00E-05	8
I6312	V6	1.00E-05	8
I6312	V7	1.00E-05	8
I6312	V8	0.086113	8
I6312	V1	0.022246	9
I6312	V2	0.888118	9
I6312	V3	1.00E-05	9
I6312	V4	1.00E-05	9
I6312	V5	0.01302	9
I6312	V6	1.00E-05	9
I6312	V7	1.00E-05	9
I6312	V8	0.015264	9
I6312	V9	0.061311	9
I6318	V1	1	1
I6318	V1	0.027148	2
I6318	V2	0.972852	2
I6318	V1	0.541528	3
I6318	V2	0.458462	3
I6318	V3	1.00E-05	3
I6318	V1	0.735247	4
I6318	V2	0.054422	4
I6318	V3	1.00E-05	4
I6318	V4	0.210321	4
I6318	V1	0.186494	5
I6318	V2	0.061615	5
I6318	V3	1.00E-05	5
I6318	V4	1.00E-05	5
I6318	V5	0.751871	5
I6318	V1	0.07379	6
I6318	V2	1.00E-05	6
I6318	V3	0.055091	6
I6318	V4	1.00E-05	6
I6318	V5	0.675061	6
I6318	V6	0.196038	6
I6318	V1	1.00E-05	7
I6318	V2	0.201978	7
I6318	V3	0.08012	7
I6318	V4	0.689837	7
I6318	V5	1.00E-05	7
I6318	V6	1.00E-05	7
I6318	V7	0.028036	7
I6318	V1	0.201576	8
I6318	V2	0.042202	8
I6318	V3	0.678754	8
I6318	V4	1.00E-05	8
I6318	V5	0.077429	8
I6318	V6	1.00E-05	8
I6318	V7	1.00E-05	8
I6318	V8	1.00E-05	8
I6318	V1	0.126617	9
I6318	V2	0.590719	9
I6318	V3	0.044299	9
I6318	V4	1.00E-05	9
I6318	V5	1.00E-05	9
I6318	V6	1.00E-05	9
I6318	V7	0.035972	9
I6318	V8	0.157236	9
I6318	V9	0.045127	9
I6545	V1	1	1
I6545	V1	0.065807	2
I6545	V2	0.934193	2
I6545	V1	0.372241	3
I6545	V2	0.594559	3
I6545	V3	0.0332	3
I6545	V1	0.708819	4
I6545	V2	0.189272	4
I6545	V3	0.027761	4
I6545	V4	0.074148	4
I6545	V1	0.06543	5
I6545	V2	0.101978	5
I6545	V3	0.113	5
I6545	V4	0.018342	5
I6545	V5	0.70125	5
I6545	V1	0.078921	6
I6545	V2	1.00E-05	6
I6545	V3	0.692528	6
I6545	V4	1.00E-05	6
I6545	V5	0.165568	6
I6545	V6	0.062963	6
I6545	V1	1.00E-05	7
I6545	V2	0.027036	7
I6545	V3	0.011559	7
I6545	V4	0.169276	7
I6545	V5	1.00E-05	7
I6545	V6	0.106155	7
I6545	V7	0.685954	7
I6545	V1	0.030333	8
I6545	V2	0.675716	8
I6545	V3	0.171718	8
I6545	V4	1.00E-05	8
I6545	V5	0.022796	8
I6545	V6	0.099408	8
I6545	V7	1.00E-05	8
I6545	V8	1.00E-05	8
I6545	V1	0.000634	9
I6545	V2	0.191329	9
I6545	V3	0.652776	9
I6545	V4	0.141311	9
I6545	V5	1.00E-05	9
I6545	V6	1.00E-05	9
I6545	V7	1.00E-05	9
I6545	V8	1.00E-05	9
I6545	V9	0.013909	9
I6546	V1	1	1
I6546	V1	0.093231	2
I6546	V2	0.906769	2
I6546	V1	0.367366	3
I6546	V2	0.572636	3
I6546	V3	0.059998	3
I6546	V1	0.670257	4
I6546	V2	0.196148	4
I6546	V3	0.04855	4
I6546	V4	0.085044	4
I6546	V1	0.073538	5
I6546	V2	0.120767	5
I6546	V3	0.110638	5
I6546	V4	0.034094	5
I6546	V5	0.660963	5
I6546	V1	0.100911	6
I6546	V2	1.00E-05	6
I6546	V3	0.651607	6
I6546	V4	0.017193	6
I6546	V5	0.161251	6
I6546	V6	0.069028	6
I6546	V1	0.01041	7
I6546	V2	0.024858	7
I6546	V3	0.010621	7
I6546	V4	0.1606	7
I6546	V5	1.00E-05	7
I6546	V6	0.143627	7
I6546	V7	0.649875	7
I6546	V1	0.023952	8
I6546	V2	0.64716	8
I6546	V3	0.16004	8
I6546	V4	0.010022	8
I6546	V5	0.01079	8
I6546	V6	0.148015	8
I6546	V7	1.00E-05	8
I6546	V8	1.00E-05	8
I6546	V1	1.00E-05	9
I6546	V2	0.170316	9
I6546	V3	0.630326	9
I6546	V4	0.173792	9
I6546	V5	1.00E-05	9
I6546	V6	0.002991	9
I6546	V7	0.014013	9
I6546	V8	1.00E-05	9
I6546	V9	0.008532	9
I6547	V1	1	1
I6547	V1	0.046951	2
I6547	V2	0.953049	2
I6547	V1	0.324814	3
I6547	V2	0.645942	3
I6547	V3	0.029244	3
I6547	V1	0.723241	4
I6547	V2	0.230133	4
I6547	V3	0.027147	4
I6547	V4	0.019479	4
I6547	V1	0.021687	5
I6547	V2	0.031629	5
I6547	V3	0.198527	5
I6547	V4	0.036746	5
I6547	V5	0.71141	5
I6547	V1	1.00E-05	6
I6547	V2	0.006007	6
I6547	V3	0.98865	6
I6547	V4	0.005313	6
I6547	V5	1.00E-05	6
I6547	V6	1.00E-05	6
I6547	V1	0.007088	7
I6547	V2	1.00E-05	7
I6547	V3	1.00E-05	7
I6547	V4	1.00E-05	7
I6547	V5	0.009797	7
I6547	V6	1.00E-05	7
I6547	V7	0.983075	7
I6547	V1	1.00E-05	8
I6547	V2	0.976334	8
I6547	V3	1.00E-05	8
I6547	V4	0.007935	8
I6547	V5	1.00E-05	8
I6547	V6	1.00E-05	8
I6547	V7	0.015682	8
I6547	V8	1.00E-05	8
I6547	V1	0.002571	9
I6547	V2	1.00E-05	9
I6547	V3	0.977129	9
I6547	V4	1.00E-05	9
I6547	V5	0.010314	9
I6547	V6	0.009936	9
I6547	V7	1.00E-05	9
I6547	V8	1.00E-05	9
I6547	V9	1.00E-05	9
I6548	V1	1	1
I6548	V1	0.108154	2
I6548	V2	0.891846	2
I6548	V1	0.362635	3
I6548	V2	0.562349	3
I6548	V3	0.075016	3
I6548	V1	0.639538	4
I6548	V2	0.208403	4
I6548	V3	0.057245	4
I6548	V4	0.094814	4
I6548	V1	0.084028	5
I6548	V2	0.129288	5
I6548	V3	0.115177	5
I6548	V4	0.041249	5
I6548	V5	0.630258	5
I6548	V1	0.112611	6
I6548	V2	0.004473	6
I6548	V3	0.630595	6
I6548	V4	0.02153	6
I6548	V5	0.149502	6
I6548	V6	0.081289	6
I6548	V1	0.018121	7
I6548	V2	0.054235	7
I6548	V3	0.048426	7
I6548	V4	0.151721	7
I6548	V5	1.00E-05	7
I6548	V6	0.105895	7
I6548	V7	0.621592	7
I6548	V1	0.054295	8
I6548	V2	0.613708	8
I6548	V3	0.15262	8
I6548	V4	0.017459	8
I6548	V5	0.049779	8
I6548	V6	0.109599	8
I6548	V7	0.00253	8
I6548	V8	1.00E-05	8
I6548	V1	0.030899	9
I6548	V2	0.134769	9
I6548	V3	0.608125	9
I6548	V4	0.062119	9
I6548	V5	1.00E-05	9
I6548	V6	0.017362	9
I6548	V7	0.075053	9
I6548	V8	0.032199	9
I6548	V9	0.039464	9
I6549	V1	1	1
I6549	V1	0.056565	2
I6549	V2	0.943435	2
I6549	V1	0.327834	3
I6549	V2	0.63418	3
I6549	V3	0.037986	3
I6549	V1	0.74618	4
I6549	V2	0.207244	4
I6549	V3	0.042369	4
I6549	V4	0.004208	4
I6549	V1	0.006763	5
I6549	V2	0.03866	5
I6549	V3	0.173668	5
I6549	V4	0.049038	5
I6549	V5	0.731871	5
I6549	V1	1.00E-05	6
I6549	V2	1.00E-05	6
I6549	V3	0.978975	6
I6549	V4	0.020985	6
I6549	V5	1.00E-05	6
I6549	V6	1.00E-05	6
I6549	V1	0.018264	7
I6549	V2	1.00E-05	7
I6549	V3	1.00E-05	7
I6549	V4	1.00E-05	7
I6549	V5	1.00E-05	7
I6549	V6	0.013152	7
I6549	V7	0.968544	7
I6549	V1	1.00E-05	8
I6549	V2	0.963035	8
I6549	V3	1.00E-05	8
I6549	V4	0.017052	8
I6549	V5	1.00E-05	8
I6549	V6	0.019862	8
I6549	V7	1.00E-05	8
I6549	V8	1.00E-05	8
I6549	V1	1.00E-05	9
I6549	V2	1.00E-05	9
I6549	V3	0.951116	9
I6549	V4	1.00E-05	9
I6549	V5	1.00E-05	9
I6549	V6	0.017531	9
I6549	V7	0.031292	9
I6549	V8	1.00E-05	9
I6549	V9	1.00E-05	9
I6550	V1	1	1
I6550	V1	0.045466	2
I6550	V2	0.954534	2
I6550	V1	0.329082	3
I6550	V2	0.644357	3
I6550	V3	0.026561	3
I6550	V1	0.743606	4
I6550	V2	0.222855	4
I6550	V3	0.0296	4
I6550	V4	0.003938	4
I6550	V1	0.002893	5
I6550	V2	0.059716	5
I6550	V3	0.169979	5
I6550	V4	0.033622	5
I6550	V5	0.733791	5
I6550	V1	0.027533	6
I6550	V2	1.00E-05	6
I6550	V3	0.970248	6
I6550	V4	0.002189	6
I6550	V5	1.00E-05	6
I6550	V6	1.00E-05	6
I6550	V1	1.00E-05	7
I6550	V2	1.00E-05	7
I6550	V3	0.008772	7
I6550	V4	1.00E-05	7
I6550	V5	1.00E-05	7
I6550	V6	0.030121	7
I6550	V7	0.961068	7
I6550	V1	1.00E-05	8
I6550	V2	0.954872	8
I6550	V3	1.00E-05	8
I6550	V4	1.00E-05	8
I6550	V5	0.008785	8
I6550	V6	0.036294	8
I6550	V7	1.00E-05	8
I6550	V8	1.00E-05	8
I6550	V1	1.00E-05	9
I6550	V2	1.00E-05	9
I6550	V3	0.930865	9
I6550	V4	1.00E-05	9
I6550	V5	1.00E-05	9
I6550	V6	1.00E-05	9
I6550	V7	0.069065	9
I6550	V8	1.00E-05	9
I6550	V9	1.00E-05	9
I6551	V1	1	1
I6551	V1	0.042008	2
I6551	V2	0.957992	2
I6551	V1	0.329203	3
I6551	V2	0.646486	3
I6551	V3	0.024311	3
I6551	V1	0.744193	4
I6551	V2	0.227401	4
I6551	V3	0.02631	4
I6551	V4	0.002097	4
I6551	V1	0.002584	5
I6551	V2	0.03939	5
I6551	V3	0.187059	5
I6551	V4	0.034678	5
I6551	V5	0.736289	5
I6551	V1	0.002264	6
I6551	V2	0.004898	6
I6551	V3	0.965051	6
I6551	V4	0.01129	6
I6551	V5	0.016488	6
I6551	V6	1.00E-05	6
I6551	V1	0.011272	7
I6551	V2	1.00E-05	7
I6551	V3	1.00E-05	7
I6551	V4	0.022081	7
I6551	V5	0.00799	7
I6551	V6	0.008467	7
I6551	V7	0.95017	7
I6551	V1	1.00E-05	8
I6551	V2	0.932693	8
I6551	V3	0.028884	8
I6551	V4	0.010035	8
I6551	V5	1.00E-05	8
I6551	V6	0.01559	8
I6551	V7	0.012768	8
I6551	V8	1.00E-05	8
I6551	V1	1.00E-05	9
I6551	V2	0.032375	9
I6551	V3	0.91521	9
I6551	V4	1.00E-05	9
I6551	V5	0.010479	9
I6551	V6	0.008839	9
I6551	V7	0.033057	9
I6551	V8	1.00E-05	9
I6551	V9	1.00E-05	9
I6553	V1	1	1
I6553	V1	0.076961	2
I6553	V2	0.923039	2
I6553	V1	0.340587	3
I6553	V2	0.609211	3
I6553	V3	0.050202	3
I6553	V1	0.660657	4
I6553	V2	0.241304	4
I6553	V3	0.030746	4
I6553	V4	0.067294	4
I6553	V1	0.059599	5
I6553	V2	0.122564	5
I6553	V3	0.14595	5
I6553	V4	0.019953	5
I6553	V5	0.651933	5
I6553	V1	0.096718	6
I6553	V2	1.00E-05	6
I6553	V3	0.806326	6
I6553	V4	1.00E-05	6
I6553	V5	0.041686	6
I6553	V6	0.05525	6
I6553	V1	1.00E-05	7
I6553	V2	0.023904	7
I6553	V3	0.03357	7
I6553	V4	0.048182	7
I6553	V5	1.00E-05	7
I6553	V6	0.102364	7
I6553	V7	0.79196	7
I6553	V1	0.025326	8
I6553	V2	0.783164	8
I6553	V3	0.050285	8
I6553	V4	1.00E-05	8
I6553	V5	0.039615	8
I6553	V6	0.10158	8
I6553	V7	1.00E-05	8
I6553	V8	1.00E-05	8
I6553	V1	0.006941	9
I6553	V2	0.065903	9
I6553	V3	0.763154	9
I6553	V4	0.125231	9
I6553	V5	1.00E-05	9
I6553	V6	1.00E-05	9
I6553	V7	1.00E-05	9
I6553	V8	1.00E-05	9
I6553	V9	0.038731	9
I6555	V1	1	1
I6555	V1	0.068097	2
I6555	V2	0.931903	2
I6555	V1	0.344663	3
I6555	V2	0.611805	3
I6555	V3	0.043532	3
I6555	V1	0.722521	4
I6555	V2	0.200274	4
I6555	V3	0.046967	4
I6555	V4	0.030239	4
I6555	V1	0.028607	5
I6555	V2	0.052114	5
I6555	V3	0.147865	5
I6555	V4	0.051768	5
I6555	V5	0.719646	5
I6555	V1	1.00E-05	6
I6555	V2	1.00E-05	6
I6555	V3	0.974521	6
I6555	V4	0.017818	6
I6555	V5	1.00E-05	6
I6555	V6	0.007631	6
I6555	V1	0.020433	7
I6555	V2	0.003836	7
I6555	V3	1.00E-05	7
I6555	V4	1.00E-05	7
I6555	V5	1.00E-05	7
I6555	V6	1.00E-05	7
I6555	V7	0.975691	7
I6555	V1	0.002914	8
I6555	V2	0.972838	8
I6555	V3	1.00E-05	8
I6555	V4	0.019809	8
I6555	V5	1.00E-05	8
I6555	V6	0.004398	8
I6555	V7	1.00E-05	8
I6555	V8	1.00E-05	8
I6555	V1	0.008864	9
I6555	V2	1.00E-05	9
I6555	V3	0.967315	9
I6555	V4	1.00E-05	9
I6555	V5	1.00E-05	9
I6555	V6	0.021157	9
I6555	V7	0.002614	9
I6555	V8	1.00E-05	9
I6555	V9	1.00E-05	9
I6556	V1	1	1
I6556	V1	0.089002	2
I6556	V2	0.910998	2
I6556	V1	0.349437	3
I6556	V2	0.589948	3
I6556	V3	0.060615	3
I6556	V1	0.676524	4
I6556	V2	0.209342	4
I6556	V3	0.049281	4
I6556	V4	0.064853	4
I6556	V1	0.051565	5
I6556	V2	0.140343	5
I6556	V3	0.104849	5
I6556	V4	0.032529	5
I6556	V5	0.670714	5
I6556	V1	0.115335	6
I6556	V2	1.00E-05	6
I6556	V3	0.686189	6
I6556	V4	0.009456	6
I6556	V5	0.137684	6
I6556	V6	0.051327	6
I6556	V1	0.002899	7
I6556	V2	0.011171	7
I6556	V3	0.024261	7
I6556	V4	0.135658	7
I6556	V5	1.00E-05	7
I6556	V6	0.142553	7
I6556	V7	0.683449	7
I6556	V1	0.009431	8
I6556	V2	0.680926	8
I6556	V3	0.135288	8
I6556	V4	0.002252	8
I6556	V5	0.022062	8
I6556	V6	0.150022	8
I6556	V7	1.00E-05	8
I6556	V8	1.00E-05	8
I6556	V1	1.00E-05	9
I6556	V2	0.147239	9
I6556	V3	0.659006	9
I6556	V4	0.14144	9
I6556	V5	1.00E-05	9
I6556	V6	1.00E-05	9
I6556	V7	0.029332	9
I6556	V8	1.00E-05	9
I6556	V9	0.022943	9
I6557	V1	1	1
I6557	V1	0.07273	2
I6557	V2	0.92727	2
I6557	V1	0.35774	3
I6557	V2	0.597147	3
I6557	V3	0.045113	3
I6557	V1	0.724318	4
I6557	V2	0.183421	4
I6557	V3	0.045554	4
I6557	V4	0.046707	4
I6557	V1	0.039414	5
I6557	V2	0.084912	5
I6557	V3	0.117937	5
I6557	V4	0.040412	5
I6557	V5	0.717325	5
I6557	V1	0.062068	6
I6557	V2	1.00E-05	6
I6557	V3	0.718243	6
I6557	V4	0.019862	6
I6557	V5	0.164037	6
I6557	V6	0.03578	6
I6557	V1	0.016225	7
I6557	V2	0.010948	7
I6557	V3	0.014037	7
I6557	V4	0.161553	7
I6557	V5	1.00E-05	7
I6557	V6	0.08035	7
I6557	V7	0.716877	7
I6557	V1	0.015314	8
I6557	V2	0.707028	8
I6557	V3	0.161836	8
I6557	V4	0.015008	8
I6557	V5	0.027815	8
I6557	V6	0.072979	8
I6557	V7	1.00E-05	8
I6557	V8	1.00E-05	8
I6557	V1	0.00184	9
I6557	V2	0.17029	9
I6557	V3	0.694558	9
I6557	V4	0.077643	9
I6557	V5	1.00E-05	9
I6557	V6	0.012879	9
I6557	V7	0.032925	9
I6557	V8	1.00E-05	9
I6557	V9	0.009845	9
I6667	V1	1	1
I6667	V1	0.093994	2
I6667	V2	0.906006	2
I6667	V1	0.433044	3
I6667	V2	0.520206	3
I6667	V3	0.046749	3
I6667	V1	0.663417	4
I6667	V2	0.153025	4
I6667	V3	0.02939	4
I6667	V4	0.154169	4
I6667	V1	0.123738	5
I6667	V2	0.214604	5
I6667	V3	1.00E-05	5
I6667	V4	1.00E-05	5
I6667	V5	0.661638	5
I6667	V1	0.212624	6
I6667	V2	1.00E-05	6
I6667	V3	0.05338	6
I6667	V4	1.00E-05	6
I6667	V5	0.626195	6
I6667	V6	0.107781	6
I6667	V1	1.00E-05	7
I6667	V2	0.08887	7
I6667	V3	0.15641	7
I6667	V4	0.652543	7
I6667	V5	1.00E-05	7
I6667	V6	0.100634	7
I6667	V7	0.001523	7
I6667	V1	0.088915	8
I6667	V2	1.00E-05	8
I6667	V3	0.648987	8
I6667	V4	1.00E-05	8
I6667	V5	0.162384	8
I6667	V6	0.099675	8
I6667	V7	1.00E-05	8
I6667	V8	1.00E-05	8
I6667	V1	0.089278	9
I6667	V2	0.631795	9
I6667	V3	1.00E-05	9
I6667	V4	1.00E-05	9
I6667	V5	1.00E-05	9
I6667	V6	1.00E-05	9
I6667	V7	0.161357	9
I6667	V8	1.00E-05	9
I6667	V9	0.11752	9
I6668	V1	1	1
I6668	V1	0.035887	2
I6668	V2	0.964113	2
