Sample_ID	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10
I7129.SG	-0.0176	-0.0065	-0.0477	-0.0114	0.0124	-0.0308	0.0026	-0.0036	0.0047	0.0039
I7130.SG	-0.0161	-0.0062	-0.0443	-0.0059	0.0044	-0.0282	0.0029	-0.0032	0.0096	0.0022
I7132.SG	-0.0161	-0.0142	-0.0446	-0.0041	0.0122	-0.0365	0.0009	-0.0031	0.0084	0.0031
I7133.SG	-0.0167	-0.0111	-0.0428	-0.0092	0.011	-0.029	0.0013	-0.0038	0.0046	0.002
I7134.SG	-0.0161	-0.0015	-0.0394	-0.0089	0.009	-0.0251	0.0046	-0.0057	0.0025	0.0041
I7136.SG	-0.0166	-0.0051	-0.0415	-0.0087	0.0077	-0.027	0.0005	-0.001	0.0003	0.006
I7137.SG	-0.0168	-0.0046	-0.0427	-0.0048	0.0094	-0.023	0.0025	-0.004	0.0093	0.0039
I7142.SG	-0.0146	0.0135	-0.0271	-0.0042	-0.0006	-0.0025	-0.0018	0.0031	-0.0039	0.0024
I7146.SG	-0.0144	0.0143	-0.0257	-0.0083	0.0018	-0.0021	-0.003	0.0023	0.0038	0.0012
I7186.SG	-0.0158	0.0057	-0.0446	-0.0094	0.0089	-0.0263	-0.0006	-0.0044	0.0079	0.0004
I7187.SG	-0.0166	0.0107	-0.0496	-0.0136	0.006	-0.0231	-0.0028	-0.01	0.0088	0.0034
I7188.SG	-0.0151	0.009	-0.0514	-0.0101	0.0093	-0.0279	-0.0023	-0.0041	0.0077	0.0054
I7189.SG	-0.0172	0.0034	-0.0522	-0.0117	0.0058	-0.0255	-0.0022	-0.0069	0.0014	0.0063
I7191.SG	-0.0151	0.0076	-0.0517	-0.0095	0.0073	-0.0277	-0.0021	-0.007	0.0054	0.0081
I7192.SG	-0.0158	0.0047	-0.0507	-0.0097	0.0074	-0.0325	0.0001	-0.009	0.0098	-0.0004
I7193.SG	-0.0156	0.0315	-0.0433	-0.012	-0.0005	-0.0062	0.001	-0.0025	0.0017	0.0023
I7194.SG	-0.0153	0.0062	-0.0444	-0.0105	0.0046	-0.0285	-0.0014	-0.0048	0.0009	0.0046
I7198.SG	-0.011	0.0289	0.0114	-0.0053	-0.0057	0.0169	0	-0.0002	-0.0031	-0.0031
I7211.SG	-0.0126	0.0214	-0.0053	-0.0015	-0.0011	0.0025	-0.0052	-0.0034	0.0023	-0.0038
I7212.SG	-0.0125	0.0244	-0.004	-0.0041	-0.0015	0.0027	-0.001	-0.0019	0.0027	-0.0057
I7213.SG	-0.0129	0.0248	-0.0076	-0.0026	0.0019	0.0012	0.0031	-0.0025	-0.0011	-0.0028
I7221.SG	-0.0144	-0.0186	-0.0147	-0.0006	0.0084	-0.0125	-0.0024	0.0039	0.0067	-0.0018
I7222.SG	-0.0146	-0.0125	-0.0227	-0.0005	0.0076	-0.0197	-0.0018	-0.0026	0.0049	-0.0013
I7223.SG	-0.0144	-0.0067	-0.022	-0.0028	0.0071	-0.0164	0.0002	-0.0008	0.0011	0.0018
I7224.SG	-0.0145	-0.0084	-0.0219	-0.0031	0.0062	-0.0175	-0.0012	-0.0015	0.0022	-0.0017
I7233.SG	-0.014	-0.0076	-0.0232	-0.0011	0.0014	-0.0165	0.0004	-0.0025	0.0013	-0.0004
I7249.SG	-0.0128	0.0239	-0.0013	-0.0017	0.0018	0.0056	-0.0022	-0.0017	0.0027	-0.0024
I7272.SG	-0.0159	0.0018	-0.0497	-0.0099	0.0076	-0.0306	0.001	-0.0041	0.0077	0.0044
I7278.SG	-0.0122	0.019	-0.0054	-0.0017	-0.0002	0.0043	-0.0043	-0.0025	0.001	-0.0017
I7281.SG	-0.0126	0.0249	0.0029	-0.0012	-0.0058	0.011	0.0018	0.0009	0.0014	-0.0045
I7286.SG	-0.0123	0.0305	-0.0044	-0.0037	-0.0044	0.0117	-0.0006	0.0014	0.0007	0.0009
I7289.SG	-0.0126	0.0191	-0.0117	-0.007	0.0011	0.0021	-0.002	-0.0075	0.0054	0.0006
I7320.SG	-0.0165	-0.0034	-0.0464	-0.0057	0.0128	-0.0355	-0.0024	-0.0105	0.0066	0.0051
I7321.SG	-0.0164	-0.0025	-0.0494	-0.008	0.0122	-0.0318	-0.0021	-0.0065	0.0077	0.0049
I7370.SG	-0.0162	0.004	-0.0547	-0.0068	0.0129	-0.0449	-0.0009	-0.0106	0.0075	0.0059
I7376.SG	-0.0161	0.002	-0.0519	-0.011	0.0118	-0.0401	-0.0016	-0.0142	0.0085	0.0074
I7399.SG	-0.0172	-0.0194	-0.0434	-0.006	0.0124	-0.0313	-0.001	-0.0015	0.004	0.0048
I7414.SG	-0.0054	-0.0376	0.0491	0.0092	0.0084	0.0133	0.0041	-0.0045	-0.0018	-0.0088
I7420.SG	-0.0063	-0.0366	0.0533	0.0109	0.006	0.0097	0.0009	0.0026	-0.0048	-0.0073
I7421.DG	-0.0074	-0.0331	0.0534	0.0111	0.0082	0.012	-0.0017	0	-0.0043	-0.0052
I7421.SG	-0.0076	-0.0346	0.0505	0.0079	0.0046	0.0179	-0.0014	-0.0007	-0.005	-0.0085
I7435.SG	-0.0152	0.0121	-0.0565	-0.0157	0.0056	-0.036	-0.0011	-0.0144	0.0067	0.0037
I7438.SG	-0.0151	0.0144	-0.0529	-0.0133	0.0089	-0.0319	-0.0009	-0.0103	0.008	0.0048
I7439.SG	-0.0149	0.0105	-0.0574	-0.0138	0.01	-0.0369	0.0031	-0.0101	0.0142	0.0025
I7440.SG	-0.0162	0.0146	-0.0511	-0.0115	0.0076	-0.0351	-0.0022	-0.0087	0.0119	0.0069
I7482.SG	-0.0084	0.026	0.0429	0.006	-0.0124	0.0345	0.0001	0.0041	-0.0106	-0.007
I7483.SG	-0.0085	0.0251	0.0416	0.0014	-0.0075	0.0335	-0.0026	0.0051	-0.0042	-0.0107
I7484.SG	-0.0087	0.0256	0.0448	0.0067	-0.0078	0.0347	0.0033	0.0021	-0.0027	-0.0089
I7486.SG	-0.0093	0.0282	0.0419	0.0058	-0.0086	0.0277	0.0009	0.0063	-0.0054	-0.0089
I7487.SG	-0.0086	0.0274	0.0405	0.0014	-0.006	0.0305	-0.0001	0.0048	-0.004	-0.0062
I7488.SG	-0.0078	0.0251	0.0401	0.0058	-0.0082	0.0343	-0.0036	0.0076	-0.0046	-0.006
I7491.SG	-0.0091	0.0281	0.0394	0.0039	-0.009	0.0364	-0.0022	0.0032	-0.0081	-0.0094
I7492.SG	-0.0062	-0.0379	0.0545	0.0105	0.0021	0.0166	-0.0034	0.0016	-0.001	-0.0061
I7539.SG	-0.0132	0.0341	-0.0176	-0.0049	-0.0068	0.0205	-0.0035	0.0079	-0.0029	0.0007
I7554.SG	-0.0154	0.0069	-0.0525	-0.0097	0.0101	-0.0297	0.0033	-0.0133	0.0089	0.0035
I7568.SG	-0.0119	0.0273	-0.0004	-0.003	-0.004	0.0043	0.0003	-0.0051	0.0004	-0.0045
I7574.SG	-0.012	0.0271	0.0017	-0.0043	-0.0026	0.0071	-0.0041	-0.0045	-0.0037	-0.0027
I7580.SG	-0.013	0.0289	-0.0023	-0.0054	-0.0036	0.0066	-0.0007	-0.0049	0.0034	-0.0066
I7627.SG	-0.0127	0.0247	-0.0077	-0.0042	0.0033	0.0009	0.0016	0.0003	0.0029	-0.001
I1525.SG	0.0456	0.0126	0.0319	0.0128	-0.0523	0.0025	0	-0.0002	-0.0022	0.0062
S6445.E1.L3	-0.0123	-0.0443	0.0218	0.0116	0.0016	-0.0085	-0.002	-0.0089	0.0017	-0.0013
S6420.E1.L4	-0.0157	-0.0156	-0.005	0.0013	0.0029	-0.0304	0.0041	-0.0002	-0.0012	0.0145
S6423.E1.L3	-0.0132	0.024	-0.0008	-0.0141	0.0051	-0.002	0.0141	-0.0175	-0.003	-0.017
S6441.E1.L5	-0.0117	-0.0385	-0.0073	0.0075	0.0043	0.0062	-0.0005	0.0086	0.0057	-0.0053
S6409.E1.L2	-0.009	-0.042	-0.064	-0.0053	-0.0189	0.0278	-0.0203	0.0034	-0.0076	0.0005
S11265.E1.L1	0.049	0.0094	0.0197	0.0116	-0.0587	-0.0002	-0.0006	0.005	-0.0016	0.0019
S10454.E1.L1	-0.0097	0.067	-0.0105	-0.0119	-0.0168	0.0369	-0.0014	0.0023	-0.0118	-0.0012
S11300.E1.L1	-0.0159	0.0175	-0.0628	-0.0175	-0.0034	-0.0303	-0.0122	-0.0048	0.0011	0.003
S11098.E1.L1	0.0261	0.0114	-0.0024	0.0098	-0.049	-0.0354	0.0205	-0.0057	-0.0112	-0.0014
S10448.E1.L1	-0.0118	0.021	-0.0007	0.0012	-0.0024	0.0108	-0.0015	-0.0013	0.0008	-0.0017
S11264.E1.L1	0.0471	0.0109	0.0237	0.0061	-0.0516	0.0063	0.0015	0.0049	-0.0011	0.0026
S10455.E1.L1	-0.0111	0.0675	-0.006	-0.0152	-0.0161	0.0399	-0.0011	0.0032	-0.0095	-0.0023
S11091.E1.L1	0.0386	0.0167	0.0309	0.0073	-0.0453	0.0163	-0.0057	-0.0017	0.0009	0.0033
S11301.E1.L1	-0.0156	0.0187	-0.0497	-0.0113	0.0105	-0.0341	-0.0015	-0.0144	0.0102	0.0042
S10453.E1.L1	-0.0107	0.0684	-0.0049	-0.0129	-0.0199	0.0389	-0.0037	0.0006	-0.0114	-0.0015
S10449.E1.L1	-0.0089	0.0253	0.018	-0.002	-0.0059	0.0172	-0.004	0.0019	-0.0119	0.0017
S11306.E1.L1	-0.0156	0.011	-0.0598	-0.0101	0.0095	-0.0401	-0.0002	-0.0113	0.0071	0.0075
S10456.E1.L1	-0.0113	0.0738	-0.0163	-0.015	-0.0178	0.0345	-0.003	-0.0025	-0.0125	-0.0047
S6445.E1.L4	-0.0109	-0.0489	0.0239	0.0083	0.0043	0.0006	-0.0087	0.0006	0.0031	-0.0032
S6441.E1.L6	-0.0114	-0.0423	0	0.0043	0.0012	0.0105	-0.0045	0.0014	-0.0132	-0.0076
S11263.E1.L1	0.0464	0.0121	0.0249	0.0082	-0.0518	0.0023	-0.001	0.0017	-0.0033	0.0086
S11266.E1.L1	0.0474	0.0106	0.023	0.0106	-0.0609	0.0043	-0.0023	0.0044	-0.0009	0.0067
S6420.E1.L5	-0.0139	-0.0171	-0.0239	0.0003	-0.0059	-0.0118	0.0124	0.0081	0.0071	-0.0011
S11090.E1.L1	0.0317	0.0142	0.0096	0.0052	-0.0356	0.0206	-0.0058	-0.0086	-0.0133	-0.0047
S6409.E1.L3	-0.0091	-0.0539	-0.0686	-0.0128	-0.0262	0.0198	0.0023	-0.0051	-0.0177	0.0073
S11308.E1.L1	-0.0157	0.0085	-0.0519	-0.0107	0.0124	-0.0409	0.0012	-0.0116	0.0113	0.0088
S6423.E1.L2	-0.0156	0.0325	-0.0003	-0.0121	0.0319	0.0103	-0.009	-0.0148	-0.0016	0.0079
S10447.E1.L1	0.0255	0.0099	0.0172	0.0045	-0.0376	0.0061	-0.008	-0.0007	-0.0057	0.0035
S11307.E1.L1	-0.0157	0.014	-0.0321	-0.01	0.0161	-0.0187	0.0028	-0.0317	0.0264	0.002
S10457.E1.L1	-0.0112	0.0681	-0.008	-0.012	-0.0129	0.037	-0.0089	-0.0013	-0.0071	0.0008
S11304.E1.L1	-0.0157	0.0101	-0.0518	-0.0113	0.0059	-0.0354	0.0132	-0.0218	0.0111	0.0077
S11095.E1.L1	-0.0111	-0.054	-0.0324	-0.0165	-0.021	0.0247	-0.0161	0.0058	-0.0065	-0.0154
S10458.E1.L1	-0.0105	0.0702	-0.0053	-0.0179	-0.0144	0.038	-0.0018	0.0079	-0.0141	0.001
S11259.E1.L1	0.0399	0.0146	0.0255	0.0067	-0.0415	0.0145	-0.0029	0.0023	-0.0019	0.0023
S11260.E1.L1	0.0394	0.0165	0.0271	0.0068	-0.0461	0.012	0.0016	-0.0025	0.001	0.0047
S11305.E1.L1	-0.0159	0.008	-0.056	-0.0137	0.0071	-0.0463	0.0012	-0.0116	0.0105	0.0104
S11268.E1.L1	0.0497	0.0095	0.0216	0.0105	-0.0553	0.0028	-0.0107	0.0023	-0.0002	0.0045
S6423.E1.L5	-0.0117	0.0262	-0.0088	-0.0119	-0.0223	0.0047	-0.0061	-0.0119	-0.0136	0.0019
S6409.E1.L5	-0.0073	-0.0428	-0.0434	-0.0188	-0.01	-0.0079	0.0017	0.0032	-0.0059	0.0015
S6420.E1.L2	-0.0131	-0.0131	-0.0122	0.0025	0.0152	-0.0212	0.0059	0.0005	0.0038	0.0053
S11262.E1.L1	0.0413	0.0154	0.0287	0.0047	-0.0424	0.0183	-0.0052	-0.002	-0.0052	-0.0007
S10459.E1.L1	-0.0094	0.0654	-0.0057	-0.0134	-0.0184	0.038	-0.0055	0.0003	-0.0114	-0.0003
S6441.E1.L3	-0.0114	-0.0375	0.0045	0.0027	0.0065	0.0055	-0.0059	-0.0004	-0.0033	-0.0135
S10451.E1.L1	-0.0103	0.0705	-0.0067	-0.0089	-0.0178	0.0375	-0.0005	-0.0011	-0.0068	-0.0028
S11267.E1.L1	0.0492	0.0129	0.0217	0.0128	-0.0543	0.0021	-0.0057	0.007	0.0012	0.0098
S10452.E1.L1	-0.0109	0.0656	-0.0094	-0.018	-0.0134	0.0399	-0.0059	0.0044	-0.0082	-0.0008
S6409.E1.L4	-0.0115	-0.0458	-0.0298	-0.0314	-0.0037	0.0294	-0.0124	0.0068	-0.0256	-0.0215
S6420.E1.L3	-0.0137	-0.0108	-0.0224	-0.0044	-0.0235	0.0056	0.0173	0.0034	0.0031	0.0047
S6441.E1.L4	-0.0122	-0.0402	0.0046	-0.0053	-0.0046	0.006	-0.0006	0.0041	0.0021	-0.0057
S10450.E1.L1	-0.0082	0.0821	-0.0146	-0.0202	-0.0274	0.0318	-0.012	-0.0104	-0.007	0.0055
S10445.E1.L1	-0.0096	0.0051	0.0002	0.0016	-0.0023	-0.0035	0.0019	0.0005	0.0032	-0.0006
S11303.E1.L1	-0.0153	0.0073	-0.0544	-0.0101	0.0148	-0.0316	0.0005	-0.0054	0.001	0.0089
S11094.E1.L1	-0.0108	-0.0546	-0.038	-0.006	-0.0202	0.0214	-0.016	0.0044	-0.0115	-0.0094
S11261.E1.L1	0.0381	0.0144	0.027	0.0075	-0.0416	0.0163	-0.0008	-0.0035	0.0124	0.0015
S6445.E1.L5	-0.0116	-0.0445	0.0118	0.0054	-0.0013	-0.0067	-0.0101	-0.0042	0.0027	-0.006
S6423.E1.L4	-0.0127	0.0181	-0.0082	0.0001	0.0001	-0.0064	0.0077	-0.0066	-0.0053	-0.0024
S11665.Y1.E1.L1	-0.0138	0.0233	0.002	-0.0003	-0.0077	0.0158	-0.0301	-0.0036	-0.0047	-0.0071
S11701.Y1.E1.L1	-0.0129	0.0104	-0.0097	-0.0027	0.0049	-0.0072	0.0024	0.0004	0.0058	0.0038
S11708.Y1.E1.L1	-0.014	0.0132	-0.0186	-0.0086	0.0103	-0.0024	-0.0053	-0.0005	0.0094	-0.0016
S11667.Y1.E1.L1	-0.0127	0.0162	0.0019	0.002	-0.0059	0.0168	-0.0034	0.0064	0.0017	-0.0023
S11672.Y1.E1.L1	-0.012	0.0233	-0.002	-0.0033	-0.0005	0.0072	-0.0047	0.0086	-0.0021	0.0038
S11714.Y1.E1.L1	-0.0119	0.0107	-0.0045	0.0006	0.0045	-0.0051	-0.0023	0.0062	-0.0052	0.0036
S11679.Y1.E1.L1	-0.0142	0.0155	-0.0141	-0.0016	-0.0053	0.0009	0.0078	0.0038	0.0048	0.0048
S11721.Y1.E1.L1	-0.0156	-0.0026	-0.0218	-0.0035	-0.005	0.0191	0.0273	-0.0163	-0.0109	0.0063
S11671.Y1.E1.L1	-0.0131	0.025	-0.0072	-0.0056	-0.0073	0.0042	-0.0001	0.0046	0.0001	0.0024
S11680.Y1.E1.L1	-0.0125	0.0169	-0.0118	-0.0063	0.0051	0.0043	-0.0038	0.0062	-0.0073	-0.0032
S11706.Y1.E1.L1	-0.0126	0.0283	0.0046	-0.0029	-0.0077	0.0123	0	-0.0065	-0.0055	-0.0009
S11715.Y1.E1.L1	-0.0142	0.0216	-0.0021	-0.0376	-0.0023	-0.013	0.0006	0.0086	0.0099	-0.0021
S11699.Y1.E1.L1	-0.0142	0.0113	-0.0148	-0.005	0.0048	-0.0084	0.0018	-0.0028	0.005	-0.0062
S11666.Y1.E1.L1	-0.0128	0.0119	-0.0124	-0.0043	-0.0031	0.0075	-0.0139	-0.0079	0.0097	-0.0051
S11713.Y1.E1.L1	-0.0134	0.0165	-0.0215	-0.0076	0.0034	0.0017	-0.0031	0.0068	-0.0111	-0.0058
S11700.Y1.E1.L1	-0.0126	0.0175	-0.0101	-0.0058	-0.004	0.0035	-0.0007	-0.0037	0.0091	0.0061
S11710.Y1.E1.L1	-0.0115	0.0065	-0.011	0.0025	-0.0042	0.0027	-0.0014	0.0028	-0.0074	0.0066
S11712.Y1.E1.L1	-0.0156	0.0131	-0.0151	-0.0073	0.01	-0.0027	0.0022	-0.0104	0.0149	-0.0016
S11716.Y1.E1.L1	-0.0128	0.0116	-0.0148	-0.0095	0.0013	0.0014	0.0013	0.0039	0	-0.0014
S11704.Y1.E1.L1	-0.014	0.0155	-0.0155	-0.0066	-0.0027	0.0084	-0.0113	-0.0068	0.0004	0.0022
S11695.Y1.E1.L1	-0.013	0.0194	-0.0085	-0.0115	-0.0045	0.01	0.0087	-0.0012	0.0045	-0.0014
S11703.Y1.E1.L1	-0.0149	-0.0113	-0.0458	-0.0095	0.0088	-0.025	-0.0072	-0.013	-0.0089	0.0063
S11691.Y1.E1.L1	-0.0138	0.0046	-0.0109	0.001	0.0014	-0.0012	-0.0015	0.0015	0.003	0.0039
S11682.Y1.E1.L1	-0.0124	0.0199	-0.0119	-0.0057	-0.0067	0.0055	0.0076	-0.0033	0.0069	0.0029
S11698.Y1.E1.L1	0.0533	-0.0025	0.0102	0.0113	-0.067	-0.0114	-0.0099	-0.0003	-0.0002	0.0104
S11674.Y1.E1.L1	-0.0127	0.0275	-0.001	0.0014	0.0035	-0.0055	-0.0071	-0.0053	0.0021	-0.0029
S11697.Y1.E1.L1	0.0562	0.0041	0.0066	0.0156	-0.0618	-0.0159	-0.0063	0.0029	0.0022	0.0101
S11661.Y1.E1.L1	-0.0136	0.0337	0.0036	-0.0142	-0.0146	0.0414	-0.0129	-0.0132	-0.0164	0.0094
S11696.Y1.E1.L1	0.0563	-0.0032	0.0121	0.0101	-0.0696	-0.0106	-0.0051	-0.0013	0.0008	0.0014
S11676.Y1.E1.L1	-0.011	0.0149	0.014	-0.0011	0.0024	0.0113	0.0013	-0.0012	-0.0015	0.0042
S11669.Y1.E1.L1	-0.013	0.0233	-0.0097	-0.0043	-0.0041	0.0097	-0.002	0.0107	0.0027	0.0021
S11663.Y1.E1.L1	-0.0125	0.0335	-0.0055	-0.0053	-0.0096	0.0226	-0.0474	-0.0046	0.0135	0.0125
S11681.Y1.E1.L1	-0.0121	0.0159	-0.0132	-0.0058	0.0033	-0.0022	-0.0044	0.0095	0.0018	0.0001
S11677.Y1.E1.L1	-0.0129	0.0169	-0.007	-0.0062	-0.0013	-0.0026	-0.0012	0.0083	-0.0029	0.002
S11690.Y1.E1.L1	-0.0148	-0.0046	-0.0158	-0.0023	0.0057	-0.0209	-0.0004	-0.0051	0.0061	0.0007
S11717.Y1.E1.L1	-0.0148	0.0234	-0.0019	0.014	-0.0061	0.0196	-0.0237	0.0085	-0.0095	-0.0512
S11670.Y1.E1.L1	-0.0144	0.0114	-0.0124	-0.0004	0.0041	-0.015	-0.0029	-0.0065	-0.003	-0.0008
S11711.Y1.E1.L1	-0.0128	0.0032	-0.0084	-0.0129	-0.0023	-0.0081	-0.0043	0.0087	0.0005	-0.0032
S11705.Y1.E1.L1	-0.0131	0.0196	-0.0103	-0.0028	-0.002	0.0095	0.0059	0.0002	0.0045	-0.0038
S11702.Y1.E1.L1	-0.0131	0.0284	-0.0007	0.0009	0.0013	0.0047	-0.0005	0.0078	0.0019	-0.0003
S11675.Y1.E1.L1	-0.0126	0.0144	-0.0057	-0.0031	-0.0029	0.0081	-0.0001	-0.0004	0.0064	0.0016
S11685.Y1.E1.L1	-0.01	0.0239	0.0087	-0.0112	-0.0044	0.0116	-0.0137	0.0445	-0.0056	-0.0118
S11707.Y1.E1.L1	-0.0141	0.0227	-0.0156	0.0019	-0.0113	0.0195	-0.0049	0.0118	0.003	-0.022
S11692.Y1.E1.L1	-0.0117	0.0156	-0.0059	-0.0059	-0.0019	0.0198	-0.0059	0.0091	-0.0048	-0.0021
S11693.Y1.E1.L1	-0.0143	0.0293	-0.0113	-0.0075	0.0024	0.0051	0.0014	0.0085	0.0068	0.0034
S11673.Y1.E1.L1	-0.0136	0.0233	-0.019	0.0061	-0.0332	0.0142	-0.0126	0.0004	-0.0063	-0.0166
S11662.Y1.E1.L1	-0.0147	0.0195	-0.0223	-0.0095	-0.0108	0.0101	-0.0045	0.0028	-0.0195	0.0009
S11719.Y1.E1.L1	-0.0136	0.0296	0.0022	0.0016	-0.0092	0.0085	-0.0001	0.0011	0.007	0.0025
S11668.Y1.E1.L1	-0.0125	0.0385	0.009	0.022	-0.0021	-0.0007	-0.0279	0.0486	0.0212	-0.0058
S11577.E1.L1	-0.0125	0.0225	-0.005	0.0007	0.0016	0.0098	0.0018	0.0093	-0.0015	-0.0025
S10771.E1.L1	-0.0128	-0.0436	-0.013	-0.0002	0.0041	-0.0084	-0.001	0.0009	-0.0049	-0.0085
S10474.E1.L1	-0.0102	0.0674	-0.008	-0.0124	-0.0196	0.04	0.0009	0.0054	-0.0072	-0.004
S10769.E1.L1	-0.0115	-0.0441	-0.0083	0.0057	0.0003	0.0003	-0.0049	0.005	-0.0042	-0.0046
S11578.E1.L1	-0.014	0.0186	-0.0085	-0.0022	0.0027	0.0092	0.0051	-0.0075	-0.0061	0.0073
S10480.E1.L1	-0.0135	0.0132	-0.0179	-0.0116	0.0034	-0.007	0.0002	0.0023	0.0015	0.0036
S10481.E1.L1	-0.0139	0.0077	-0.021	-0.0073	0.0013	-0.0016	-0.0079	-0.0047	0.0046	-0.0016
S11586.E1.L1	-0.0133	0.0227	-0.0085	-0.0076	-0.0037	0.0077	-0.0066	-0.0061	-0.0053	-0.0087
S10467.E1.L1	-0.0107	0.0681	-0.0057	-0.0135	-0.0153	0.036	-0.0011	0.0058	-0.0132	0.0008
S11601.E1.L1	-0.0139	0.0082	-0.0545	-0.0097	0.0059	-0.0343	-0.02	-0.0064	0.0102	0.0086
S11602.E1.L1	-0.014	0.0092	-0.0441	-0.0053	0.0129	-0.0258	-0.0192	-0.0133	0.0009	0.0073
S10483.E1.L1	-0.0125	0.0111	-0.0225	-0.0111	-0.0033	0.0021	-0.0084	0.0036	-0.0008	-0.0078
S10490.E1.L1	-0.0105	0.0246	0.0215	-0.0056	-0.008	0.0203	-0.0002	0.0011	-0.0105	-0.0037
S11585.E1.L1	-0.0125	0.0275	-0.0059	-0.0024	-0.006	0.0114	-0.0018	0.0023	0.0017	-0.003
S11579.E1.L1	-0.0126	0.0235	-0.0109	-0.0057	0.0031	-0.0012	-0.0005	-0.0008	-0.0001	0.0006
S11571.E1.L1	-0.0136	0.0257	-0.0044	-0.0039	-0.0009	0.0107	-0.0057	-0.0056	0.0029	0.0019
S10488.E1.L1	-0.006	0.0232	0.0394	0.0028	-0.0143	0.0283	0.0005	0.0023	-0.0006	-0.0076
S11572.E1.L1	-0.0158	0.0227	-0.0041	-0.0071	-0.0011	0.0034	0.0066	0.0054	-0.0021	0.0028
S11600.E1.L1	-0.0149	0.0091	-0.054	-0.0133	0.0072	-0.03	-0.0087	-0.0143	0.0074	0.0081
S11603.E1.L1	-0.0113	0.0119	-0.0354	-0.0001	-0.0118	-0.0246	-0.0039	0.0019	-0.0218	0.0094
S11587.E1.L1	-0.0129	0.0268	-0.0026	-0.0025	-0.0023	0.0061	-0.0026	-0.0111	-0.0014	-0.003
S10465.E1.L1	-0.0104	0.068	-0.0077	-0.0124	-0.0164	0.0427	-0.0019	-0.0004	-0.01	-0.0009
S10468.E1.L1	-0.0105	0.0687	-0.0065	-0.0115	-0.0159	0.0395	-0.0047	0.0012	-0.0106	0.0003
S11580.E1.L1	-0.0126	0.0243	-0.0149	-0.0169	-0.0036	-0.0046	-0.0057	-0.0136	-0.0089	-0.0005
S11570.E1.L1	-0.0073	-0.03	-0.0645	-0.1015	-0.0617	0.0744	-0.0045	0.0253	0.0017	-0.0274
S10491.E1.L1	-0.013	0.0249	-0.0299	-0.0063	-0.0029	0.0053	-0.007	0.0011	-0.0071	0.0009
S10770.E1.L1	-0.0116	-0.0452	-0.0069	0.0038	0.0043	0.003	0.0017	0.0087	0.0005	-0.0113
S10475.E1.L1	-0.011	0.0682	-0.008	-0.0137	-0.0188	0.0397	-0.0024	0.0002	-0.0118	-0.0004
S10473.E1.L1	-0.0108	0.0685	-0.0083	-0.0166	-0.0167	0.0386	-0.0018	0.0011	-0.0115	-0.0021
S10466.E1.L1	-0.0102	0.0691	-0.0068	-0.0092	-0.0163	0.0361	-0.0004	0.0011	-0.0126	0.001
S10482.E1.L1	-0.0103	-0.0012	0.0365	-0.2774	-0.0099	-0.0274	-0.0093	0.1517	0.0989	-0.0058
S11588.E1.L1	-0.0119	0.0264	0.0044	-0.0102	-0.0007	0.007	-0.0015	-0.0012	-0.0026	-0.0048
S10472.E1.L1	-0.0103	0.0664	-0.0055	-0.0168	-0.0177	0.0358	-0.0041	0.0047	-0.0107	-0.0023
S11614.E1.L1	-0.0152	0.006	-0.0585	-0.0144	0.0065	-0.0394	0.0015	-0.0085	0.0044	0.0018
S11604.E1.L1	-0.0162	0.0095	-0.0568	-0.0172	0.0005	-0.0287	0.005	-0.009	0.0106	0.0036
S11607.E1.L1	-0.0142	0.0089	-0.06	-0.0085	0.006	-0.0345	-0.0036	-0.0075	0.0069	0.0036
S11589.E1.L1	-0.0132	0.0231	-0.0054	-0.0062	-0.0025	0.0075	-0.0036	0.0026	0.0059	-0.0084
S11584.E1.L1	-0.0122	0.0243	-0.0031	-0.0101	-0.0045	0.0123	0.0002	-0.0011	-0.0027	-0.005
S10486.E1.L1	-0.0092	0.0229	0.0419	0.0052	-0.0133	0.032	-0.0072	-0.0025	-0.0056	-0.0106
S11574.E1.L1	-0.0131	0.0234	-0.0057	-0.0069	0.0013	0.0011	-0.0005	-0.0124	0.0015	-0.0031
S11592.E1.L1	-0.0149	0.0105	-0.0556	-0.0098	0.0051	-0.0351	-0.0098	-0.0121	0.0104	0.0033
S11583.E1.L1	-0.0129	0.0294	-0.0066	-0.0076	-0.0093	0.0126	0.0049	0.0034	-0.0081	-0.0085
S10478.E1.L1	-0.0081	0.0205	0.0389	0.0128	-0.0113	0.0386	-0.0188	0.0039	-0.0045	-0.006
S10477.E1.L1	-0.0107	0.0689	-0.0064	-0.0125	-0.0152	0.0411	-0.0044	-0.0015	-0.0122	0.0046
S11590.E1.L1	-0.013	0.0278	-0.0038	-0.0093	-0.0066	0.0084	0.0022	-0.0038	0.001	-0.0021
S11568.E1.L1	-0.0103	0.0191	-0.0141	0.0007	-0.0053	0.0134	0.0133	0.0041	0.0083	-0.0074
S10485.E1.L1	-0.0175	-0.0116	-0.0467	-0.0062	0.0119	-0.0278	0.0008	-0.0057	0.0078	0.0042
S11575.E1.L1	-0.0175	0.0145	-0.017	-0.0048	0.0091	-0.0083	-0.0158	-0.0061	-0.0069	-0.0269
S10470.E1.L1	-0.0113	0.0664	-0.0083	-0.0165	-0.0184	0.0423	0.0006	0.0036	-0.0123	-0.0001
S10768.E1.L1	-0.0125	-0.0378	-0.0138	0.0043	-0.0006	0.0068	0.0041	0.0036	-0.0016	-0.0012
